"Factor: Generalization / Suppression" "Suppression Limit 0.05 (Runtime)" "Suppression Limit 0.1 (Runtime)" "Suppression Limit 0.2 (Runtime)" "Suppression Limit 1.0 (Runtime)"
0.0 8364.8 8225.8 7572.2 268.4
0.01 8470.6 8185.6 7583.8 1394.8
0.02 8351.4 8160.4 7592.2 4128.4
0.03 8366.4 8336.2 7653.6 9376.2
0.04 8450.6 8001.4 7581.6 15711.4
0.05 8454.6 7989.0 7743.2 20051.4
0.060000000000000005 8440.2 7999.0 7692.4 22869.4
0.07 8369.2 8188.8 7597.4 25520.8
0.08 8462.2 8169.6 7274.4 28347.0
0.09 8309.4 8236.6 7254.8 29790.2
0.09999999999999999 8497.0 8175.2 7289.2 31350.8
0.10999999999999999 8615.2 8230.6 7356.4 33842.4
0.11999999999999998 8493.4 8269.2 7340.8 34163.6
0.12999999999999998 8386.2 8444.2 7346.4 36064.2
0.13999999999999999 8412.0 8394.2 7453.2 37027.4
0.15 8534.8 8317.2 7404.0 38065.4
0.16 8599.8 8420.2 7543.6 39835.8
0.17 8412.4 8252.6 7417.4 39837.2
0.18000000000000002 8451.4 8381.4 7481.6 40820.2
0.19000000000000003 8358.2 8313.8 7875.8 41944.8
0.20000000000000004 8534.4 8111.6 7853.8 43487.6
0.21000000000000005 8647.8 8316.0 7915.0 45296.6
0.22000000000000006 8499.6 8275.4 7882.0 45526.4
0.23000000000000007 8421.4 8154.6 7714.0 45765.2
0.24000000000000007 8460.0 8187.4 7982.4 46214.0
0.25000000000000006 8501.2 8588.2 7863.6 45671.8
0.26000000000000006 8461.4 8141.6 7876.2 47218.2
0.2700000000000001 8497.4 8099.8 7957.6 47632.0
0.2800000000000001 8473.2 8210.6 8110.0 48072.8
0.2900000000000001 8651.0 8139.8 8186.8 48995.0
0.3000000000000001 8619.4 8170.0 8284.2 49955.2
0.3100000000000001 8634.2 8166.4 8263.0 50194.8
0.3200000000000001 8561.6 8182.0 8451.6 52326.4
0.3300000000000001 8568.4 8654.4 8501.2 51536.2
0.34000000000000014 8515.4 8568.2 8452.4 51077.4
0.35000000000000014 8437.8 8670.6 8552.6 53510.0
0.36000000000000015 8445.6 8613.2 8832.6 52683.0
0.37000000000000016 8713.2 8659.4 9767.6 54692.4
0.38000000000000017 8939.0 8460.2 9653.6 54187.2
0.3900000000000002 8740.2 8600.8 9723.4 54505.6
0.4000000000000002 8820.0 8530.4 9751.4 55577.4
0.4100000000000002 8797.6 8629.4 9737.0 56526.8
0.4200000000000002 8557.6 8593.2 9759.6 57156.0
0.4300000000000002 9075.2 8597.0 9759.4 59837.2
0.4400000000000002 9009.6 8709.2 9765.6 58860.6
0.45000000000000023 9080.0 8552.8 10096.0 58684.2
0.46000000000000024 8533.2 8598.4 10239.4 59378.2
0.47000000000000025 8623.6 8656.0 10411.6 60136.4
0.48000000000000026 8838.8 8893.2 10437.2 61296.4
0.49000000000000027 8667.8 8874.6 10493.8 60368.4
0.5000000000000002 8393.0 8927.4 10585.4 61513.2
0.5100000000000002 8323.0 8830.8 10630.6 61730.0
0.5200000000000002 8284.8 8942.0 10491.4 63408.2
0.5300000000000002 8287.2 8932.2 10518.2 63231.2
0.5400000000000003 8362.0 8920.8 10465.0 63948.2
0.5500000000000003 8326.0 9141.4 10508.4 63436.2
0.5600000000000003 8584.2 8981.0 10487.4 65563.4
0.5700000000000003 8516.8 8884.4 10495.6 65959.4
0.5800000000000003 8604.6 8956.0 10688.8 66295.2
0.5900000000000003 9053.8 8940.2 10569.0 67305.8
0.6000000000000003 8924.4 9152.4 10717.0 68695.6
0.6100000000000003 8875.2 9165.6 10754.0 71657.8
0.6200000000000003 8987.2 9101.0 10564.4 70592.0
0.6300000000000003 8990.0 9145.2 10674.4 70299.4
0.6400000000000003 8961.8 9111.2 10462.6 71167.2
0.6500000000000004 9013.6 9215.8 10843.0 74592.4
0.6600000000000004 9243.6 9085.4 11172.4 72759.4
0.6700000000000004 9411.8 9160.0 11312.4 75565.8
0.6800000000000004 9336.4 9194.6 11131.4 76884.6
0.6900000000000004 9399.6 9073.0 11095.0 77730.6
0.7000000000000004 9354.0 9095.6 11177.0 78447.8
0.7100000000000004 9516.8 9143.0 11271.2 81553.6
0.7200000000000004 9513.6 9244.2 11544.8 83907.0
0.7300000000000004 9430.8 9193.6 11626.6 86763.4
0.7400000000000004 9404.0 9263.4 11677.0 85958.8
0.7500000000000004 9342.8 9855.6 12065.4 89256.2
0.7600000000000005 9288.6 10045.6 12293.8 90958.2
0.7700000000000005 9253.8 9965.8 12454.0 96185.6
0.7800000000000005 9366.6 9933.2 12712.2 95773.0
0.7900000000000005 9295.2 10505.2 12497.8 101372.6
0.8000000000000005 9105.4 10426.0 12266.8 104450.4
0.8100000000000005 9072.0 10356.8 12549.2 105596.0
0.8200000000000005 9343.4 10360.2 12522.4 105636.6
0.8300000000000005 9320.6 10294.0 13133.8 107425.4
0.8400000000000005 9390.0 10400.6 13676.2 111089.0
0.8500000000000005 9429.2 10790.6 13356.8 115273.6
0.8600000000000005 9886.6 10710.6 13720.2 114038.8
0.8700000000000006 9698.0 10574.8 14233.8 117404.0
0.8800000000000006 9879.6 10594.0 14037.8 121412.4
0.8900000000000006 9868.8 10487.2 14539.6 125019.8
0.9000000000000006 9864.4 10832.0 14767.2 128469.8
0.9100000000000006 10098.6 11230.6 14741.8 138826.2
0.9200000000000006 9684.2 11572.6 15504.0 141337.8
0.9300000000000006 10333.2 11925.8 16001.0 149382.4
0.9400000000000006 10083.0 11607.4 16693.8 162608.4
0.9500000000000006 10204.0 11875.8 17464.0 176908.6
0.9600000000000006 10270.4 12918.0 18653.8 186535.4
0.9700000000000006 9948.4 12724.4 18659.4 191070.2
0.9800000000000006 9850.4 12171.6 18736.6 203892.6
0.9900000000000007 8237.8 11460.8 18554.4 212251.8
