;;;;;;;;;;Utility;Runtime;SuppressionLimit;SuppressedRatio;Variance;VarianceWithoutSuppressed;Transformations
Dataset;UtilityMeasure;PrivacyModel;Algorithm;SuppressionLimit;gsFactor;gsFactorStepSize;K;Records;QIs;Value;Value;Value;Value;Value;Value;Value
Adult;Loss;10-anonymity;RGR;0.99999;0.3;0.05;10;30162;9;0.1594329422;8218.0;3.0;9.94629E-5;0.0012584319;0.0012516758;8.0
Adult;Loss;10-anonymity;RGR;0.99999;0.325;0.05;10;30162;9;0.1619925417;8190.0;1.0;3.31543E-5;5.50206E-4;5.478991E-4;7.0
Adult;Loss;10-anonymity;RGR;0.99999;0.35;0.05;10;30162;9;0.1619925417;8268.0;1.0;3.31543E-5;5.50206E-4;5.478991E-4;7.0
Adult;Loss;10-anonymity;RGR;0.99999;0.375;0.05;10;30162;9;0.1619925417;8466.0;1.0;3.31543E-5;5.50206E-4;5.478991E-4;7.0
Adult;Loss;10-anonymity;RGR;0.99999;0.4;0.05;10;30162;9;0.1622243281;8670.0;0.0;0.0;5.478744E-4;5.478744E-4;4.0
Adult;Loss;10-anonymity;RGR;0.99999;0.425;0.05;10;30162;9;0.1856432206;8037.0;6.0;1.989258E-4;4.61224E-4;4.473242E-4;6.0
Adult;Loss;10-anonymity;RGR;0.99999;0.45;0.05;10;30162;9;0.1857994794;8135.0;5.0;1.657715E-4;4.508564E-4;4.392691E-4;5.0
Adult;Loss;10-anonymity;RGR;0.99999;0.475;0.05;10;30162;9;0.1857994794;8258.0;5.0;1.657715E-4;4.508564E-4;4.392691E-4;5.0
Adult;Loss;10-anonymity;RGR;0.99999;0.5;0.05;10;30162;9;0.1857994794;8158.0;5.0;1.657715E-4;4.508564E-4;4.392691E-4;5.0
Adult;Loss;25-anonymity;RGR;0.05;0.0;0.05;25;30162;9;0.3415160613;1064.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.025;0.05;25;30162;9;0.3415160613;1067.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.05;0.05;25;30162;9;0.3415160613;1028.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.075;0.05;25;30162;9;0.3415160613;1088.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.1;0.05;25;30162;9;0.3415160613;1044.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.125;0.05;25;30162;9;0.3415160613;1015.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.15;0.05;25;30162;9;0.3415160613;1046.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.175;0.05;25;30162;9;0.3415160613;1035.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.2;0.05;25;30162;9;0.3415160613;1035.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.225;0.05;25;30162;9;0.3415160613;1031.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.25;0.05;25;30162;9;0.3415160613;1029.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.275;0.05;25;30162;9;0.3415160613;1006.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.3;0.05;25;30162;9;0.3415160613;975.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.325;0.05;25;30162;9;0.3415160613;1003.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.35;0.05;25;30162;9;0.3415160613;981.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.375;0.05;25;30162;9;0.3415160613;980.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.4;0.05;25;30162;9;0.3415160613;978.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.425;0.05;25;30162;9;0.3415160613;989.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.45;0.05;25;30162;9;0.3415160613;990.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.475;0.05;25;30162;9;0.3415160613;971.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.05;0.5;0.05;25;30162;9;0.3415160613;976.0;0.0;0.0;2.432896E-4;2.432896E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.0;0.05;25;30162;9;0.2822142191;1296.0;0.0;0.0;5.157255E-4;5.157255E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.025;0.05;25;30162;9;0.2822142191;1296.0;0.0;0.0;5.157255E-4;5.157255E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.05;0.05;25;30162;9;0.2822142191;1316.0;0.0;0.0;5.157255E-4;5.157255E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.075;0.05;25;30162;9;0.2822142191;1307.0;0.0;0.0;5.157255E-4;5.157255E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.1;0.05;25;30162;9;0.2822142191;1314.0;0.0;0.0;5.157255E-4;5.157255E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.125;0.05;25;30162;9;0.2822142191;1265.0;0.0;0.0;5.157255E-4;5.157255E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.15;0.05;25;30162;9;0.2822142191;1281.0;0.0;0.0;5.157255E-4;5.157255E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.175;0.05;25;30162;9;0.2822142191;1326.0;0.0;0.0;5.157255E-4;5.157255E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.2;0.05;25;30162;9;0.2822142191;1340.0;0.0;0.0;5.157255E-4;5.157255E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.225;0.05;25;30162;9;0.2822142191;1365.0;0.0;0.0;5.157255E-4;5.157255E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.25;0.05;25;30162;9;0.2805692423;1400.0;0.0;0.0;3.267158E-4;3.267158E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.275;0.05;25;30162;9;0.2805692423;1387.0;0.0;0.0;3.267158E-4;3.267158E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.3;0.05;25;30162;9;0.2805692423;1366.0;0.0;0.0;3.267158E-4;3.267158E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.325;0.05;25;30162;9;0.2805692423;1380.0;0.0;0.0;3.267158E-4;3.267158E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.35;0.05;25;30162;9;0.2805692423;1380.0;0.0;0.0;3.267158E-4;3.267158E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.375;0.05;25;30162;9;0.2805692423;1353.0;0.0;0.0;3.267158E-4;3.267158E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.4;0.05;25;30162;9;0.2805692423;1394.0;0.0;0.0;3.267158E-4;3.267158E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.425;0.05;25;30162;9;0.2805692423;1394.0;0.0;0.0;3.267158E-4;3.267158E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.45;0.05;25;30162;9;0.2805692423;1402.0;0.0;0.0;3.267158E-4;3.267158E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.475;0.05;25;30162;9;0.2805692423;1402.0;0.0;0.0;3.267158E-4;3.267158E-4;3.0
Adult;Loss;25-anonymity;RGR;0.1;0.5;0.05;25;30162;9;0.2805692423;1397.0;0.0;0.0;3.267158E-4;3.267158E-4;3.0
Adult;Loss;25-anonymity;RGR;0.95;0.0;0.05;25;30162;9;0.1150082405;13748.0;23.0;7.625489E-4;0.0019121156;0.0018563902;73.0
Adult;Loss;25-anonymity;RGR;0.95;0.025;0.05;25;30162;9;0.1135353524;21060.0;11.0;3.646973E-4;0.0018097543;0.0017829375;72.0
Adult;Loss;25-anonymity;RGR;0.95;0.05;0.05;25;30162;9;0.1143724228;32918.0;11.0;3.646973E-4;0.0018091233;0.0017823379;71.0
Adult;Loss;25-anonymity;RGR;0.95;0.075;0.05;25;30162;9;0.121560901;29729.0;5.0;1.657715E-4;0.0017290571;0.0017169032;60.0
Adult;Loss;25-anonymity;RGR;0.95;0.1;0.05;25;30162;9;0.1344535026;30227.0;20.0;6.63086E-4;0.0013105261;0.0012622425;53.0
Adult;Loss;25-anonymity;RGR;0.95;0.125;0.05;25;30162;9;0.1511001376;12553.0;12.0;3.978516E-4;0.0012587224;0.00123018;22.0
Adult;Loss;25-anonymity;RGR;0.95;0.15;0.05;25;30162;9;0.1572147767;8681.0;0.0;0.0;0.0012121446;0.0012121446;12.0
Adult;Loss;25-anonymity;RGR;0.95;0.175;0.05;25;30162;9;0.164722834;7721.0;26.0;8.620118E-4;0.0014206624;0.0013589233;11.0
Adult;Loss;25-anonymity;RGR;0.95;0.2;0.05;25;30162;9;0.1772921055;7629.0;0.0;0.0;8.252608E-4;8.252608E-4;10.0
Adult;Loss;25-anonymity;RGR;0.95;0.225;0.05;25;30162;9;0.1781085243;7832.0;9.0;2.983887E-4;8.344232E-4;8.137014E-4;7.0
Adult;Loss;25-anonymity;RGR;0.95;0.25;0.05;25;30162;9;0.1781085243;8110.0;9.0;2.983887E-4;8.344232E-4;8.137014E-4;7.0
Adult;Loss;25-anonymity;RGR;0.95;0.275;0.05;25;30162;9;0.1866818063;7920.0;5.0;1.657715E-4;9.365843E-4;9.252959E-4;7.0
Adult;Loss;25-anonymity;RGR;0.95;0.3;0.05;25;30162;9;0.1866818063;8224.0;5.0;1.657715E-4;9.365843E-4;9.252959E-4;7.0
Adult;Loss;25-anonymity;RGR;0.95;0.325;0.05;25;30162;9;0.1868699653;8528.0;27.0;8.951661E-4;9.312826E-4;8.70227E-4;6.0
Adult;Loss;25-anonymity;RGR;0.95;0.35;0.05;25;30162;9;0.1868699653;8672.0;27.0;8.951661E-4;9.312826E-4;8.70227E-4;6.0
Adult;Loss;25-anonymity;RGR;0.95;0.375;0.05;25;30162;9;0.2137501428;7903.0;22.0;7.293946E-4;5.870616E-4;5.407415E-4;5.0
Adult;Loss;25-anonymity;RGR;0.95;0.4;0.05;25;30162;9;0.2137501428;8036.0;22.0;7.293946E-4;5.870616E-4;5.407415E-4;5.0
Adult;Loss;25-anonymity;RGR;0.95;0.425;0.05;25;30162;9;0.2211671796;8061.0;9.0;2.983887E-4;0.0013576939;0.0013376708;6.0
Adult;Loss;25-anonymity;RGR;0.95;0.45;0.05;25;30162;9;0.2462521695;7549.0;9.0;2.983887E-4;0.0011606392;0.0011404345;5.0
Adult;Loss;25-anonymity;RGR;0.95;0.475;0.05;25;30162;9;0.2462843908;7600.0;9.0;2.983887E-4;0.0011845793;0.0011643959;5.0
Adult;Loss;25-anonymity;RGR;0.95;0.5;0.05;25;30162;9;0.2462843908;7448.0;9.0;2.983887E-4;0.0011845793;0.0011643959;5.0
Adult;Loss;25-anonymity;RGR;0.99999;0.0;0.05;25;30162;9;0.1105120682;58874.0;34.0;0.0011272462;0.0020036626;0.0019212641;243.0
Adult;Loss;25-anonymity;RGR;0.99999;0.025;0.05;25;30162;9;0.1109154833;118868.0;12.0;3.978516E-4;0.0019495194;0.0019203851;253.0
Adult;Loss;25-anonymity;RGR;0.99999;0.05;0.05;25;30162;9;0.1109749235;197131.0;28.0;9.283204E-4;0.001940383;0.0018723501;234.0
Adult;Loss;25-anonymity;RGR;0.99999;0.075;0.05;25;30162;9;0.1187706318;223687.0;17.0;5.636231E-4;0.0019176113;0.0018764257;208.0
Adult;Loss;25-anonymity;RGR;0.99999;0.1;0.05;25;30162;9;0.1313304171;266926.0;16.0;5.304688E-4;0.0015313866;0.0014929493;201.0
Adult;Loss;25-anonymity;RGR;0.99999;0.125;0.05;25;30162;9;0.1448409107;119521.0;7.0;2.320801E-4;0.0013335096;0.0013168012;110.0
Adult;Loss;25-anonymity;RGR;0.99999;0.15;0.05;25;30162;9;0.1548917756;26524.0;10.0;3.31543E-4;0.0010979166;0.001073969;31.0
Adult;Loss;25-anonymity;RGR;0.99999;0.175;0.05;25;30162;9;0.1643000068;10586.0;26.0;8.620118E-4;0.0014148999;0.0013531411;13.0
Adult;Loss;25-anonymity;RGR;0.99999;0.2;0.05;25;30162;9;0.1770767067;9442.0;0.0;0.0;8.199887E-4;8.199887E-4;11.0
Adult;Loss;25-anonymity;RGR;0.99999;0.225;0.05;25;30162;9;0.1781085243;8843.0;9.0;2.983887E-4;8.344232E-4;8.137014E-4;7.0
Adult;Loss;25-anonymity;RGR;0.99999;0.25;0.05;25;30162;9;0.1781085243;9142.0;9.0;2.983887E-4;8.344232E-4;8.137014E-4;7.0
Adult;Loss;25-anonymity;RGR;0.99999;0.275;0.05;25;30162;9;0.1866818063;8841.0;5.0;1.657715E-4;9.365843E-4;9.252959E-4;7.0
Adult;Loss;25-anonymity;RGR;0.99999;0.3;0.05;25;30162;9;0.1866818063;9121.0;5.0;1.657715E-4;9.365843E-4;9.252959E-4;7.0
Adult;Loss;25-anonymity;RGR;0.99999;0.325;0.05;25;30162;9;0.1868699653;9377.0;27.0;8.951661E-4;9.312826E-4;8.70227E-4;6.0
Adult;Loss;25-anonymity;RGR;0.99999;0.35;0.05;25;30162;9;0.1868699653;9533.0;27.0;8.951661E-4;9.312826E-4;8.70227E-4;6.0
Adult;Loss;25-anonymity;RGR;0.99999;0.375;0.05;25;30162;9;0.2137501428;8720.0;22.0;7.293946E-4;5.870616E-4;5.407415E-4;5.0
Adult;Loss;25-anonymity;RGR;0.99999;0.4;0.05;25;30162;9;0.2137501428;8869.0;22.0;7.293946E-4;5.870616E-4;5.407415E-4;5.0
Adult;Loss;25-anonymity;RGR;0.99999;0.425;0.05;25;30162;9;0.2211671796;8747.0;9.0;2.983887E-4;0.0013576939;0.0013376708;6.0
Adult;Loss;25-anonymity;RGR;0.99999;0.45;0.05;25;30162;9;0.2462521695;8106.0;9.0;2.983887E-4;0.0011606392;0.0011404345;5.0
Adult;Loss;25-anonymity;RGR;0.99999;0.475;0.05;25;30162;9;0.2462843908;8146.0;9.0;2.983887E-4;0.0011845793;0.0011643959;5.0
Adult;Loss;25-anonymity;RGR;0.99999;0.5;0.05;25;30162;9;0.2462843908;7956.0;9.0;2.983887E-4;0.0011845793;0.0011643959;5.0
Adult;Loss;50-anonymity;RGR;0.05;0.0;0.05;50;30162;9;0.3930568292;807.0;14.0;4.641602E-4;2.527086E-4;2.241517E-4;3.0
Adult;Loss;50-anonymity;RGR;0.05;0.025;0.05;50;30162;9;0.3930568292;782.0;14.0;4.641602E-4;2.527086E-4;2.241517E-4;3.0
Adult;Loss;50-anonymity;RGR;0.05;0.05;0.05;50;30162;9;0.3930568292;773.0;14.0;4.641602E-4;2.527086E-4;2.241517E-4;3.0
Adult;Loss;50-anonymity;RGR;0.05;0.075;0.05;50;30162;9;0.3930568292;771.0;14.0;4.641602E-4;2.527086E-4;2.241517E-4;3.0
Adult;Loss;50-anonymity;RGR;0.05;0.1;0.05;50;30162;9;0.3930568292;775.0;14.0;4.641602E-4;2.527086E-4;2.241517E-4;3.0
Adult;Loss;50-anonymity;RGR;0.05;0.125;0.05;50;30162;9;0.3930568292;775.0;14.0;4.641602E-4;2.527086E-4;2.241517E-4;3.0
Adult;Loss;50-anonymity;RGR;0.05;0.15;0.05;50;30162;9;0.3930568292;805.0;14.0;4.641602E-4;2.527086E-4;2.241517E-4;3.0
Adult;Loss;50-anonymity;RGR;0.05;0.175;0.05;50;30162;9;0.3930568292;803.0;14.0;4.641602E-4;2.527086E-4;2.241517E-4;3.0
Adult;Loss;50-anonymity;RGR;0.05;0.2;0.05;50;30162;9;0.3930568292;784.0;14.0;4.641602E-4;2.527086E-4;2.241517E-4;3.0
Adult;Loss;50-anonymity;RGR;0.05;0.225;0.05;50;30162;9;0.3930568292;784.0;14.0;4.641602E-4;2.527086E-4;2.241517E-4;3.0
Adult;Loss;50-anonymity;RGR;0.05;0.25;0.05;50;30162;9;0.3930568292;781.0;14.0;4.641602E-4;2.527086E-4;2.241517E-4;3.0
Adult;Loss;50-anonymity;RGR;0.05;0.275;0.05;50;30162;9;0.394330242;785.0;0.0;0.0;3.31451E-4;3.31451E-4;2.0
Adult;Loss;50-anonymity;RGR;0.05;0.3;0.05;50;30162;9;0.394330242;764.0;0.0;0.0;3.31451E-4;3.31451E-4;2.0
Adult;Loss;50-anonymity;RGR;0.05;0.325;0.05;50;30162;9;0.394330242;723.0;0.0;0.0;3.31451E-4;3.31451E-4;2.0
Adult;Loss;50-anonymity;RGR;0.05;0.35;0.05;50;30162;9;0.394330242;728.0;0.0;0.0;3.31451E-4;3.31451E-4;2.0
Adult;Loss;50-anonymity;RGR;0.05;0.375;0.05;50;30162;9;0.394330242;733.0;0.0;0.0;3.31451E-4;3.31451E-4;2.0
Adult;Loss;50-anonymity;RGR;0.05;0.4;0.05;50;30162;9;0.394330242;732.0;0.0;0.0;3.31451E-4;3.31451E-4;2.0
Adult;Loss;50-anonymity;RGR;0.05;0.425;0.05;50;30162;9;0.3971686449;723.0;0.0;0.0;3.132419E-4;3.132419E-4;2.0
Adult;Loss;50-anonymity;RGR;0.05;0.45;0.05;50;30162;9;0.3971686449;723.0;0.0;0.0;3.132419E-4;3.132419E-4;2.0
Adult;Loss;50-anonymity;RGR;0.05;0.475;0.05;50;30162;9;0.3971686449;743.0;0.0;0.0;3.132419E-4;3.132419E-4;2.0
Adult;Loss;50-anonymity;RGR;0.05;0.5;0.05;50;30162;9;0.3971686449;740.0;0.0;0.0;3.132419E-4;3.132419E-4;2.0
Adult;Loss;50-anonymity;RGR;0.1;0.0;0.05;50;30162;9;0.3395298689;1130.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.025;0.05;50;30162;9;0.3395298689;1128.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.05;0.05;50;30162;9;0.3395298689;1137.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.075;0.05;50;30162;9;0.3395298689;1136.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.1;0.05;50;30162;9;0.3395298689;1147.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.125;0.05;50;30162;9;0.3395298689;1132.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.15;0.05;50;30162;9;0.3395298689;1138.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.175;0.05;50;30162;9;0.3395298689;1105.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.2;0.05;50;30162;9;0.3395298689;1081.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.225;0.05;50;30162;9;0.3395298689;1074.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.25;0.05;50;30162;9;0.3395298689;1073.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.275;0.05;50;30162;9;0.3395298689;1091.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.3;0.05;50;30162;9;0.3395298689;1074.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.325;0.05;50;30162;9;0.3395298689;1068.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.35;0.05;50;30162;9;0.3395298689;1086.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.375;0.05;50;30162;9;0.3395298689;1110.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.4;0.05;50;30162;9;0.3395298689;1101.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.425;0.05;50;30162;9;0.3395298689;1101.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.45;0.05;50;30162;9;0.3395298689;1054.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.475;0.05;50;30162;9;0.3395298689;1071.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.1;0.5;0.05;50;30162;9;0.3395298689;1089.0;0.0;0.0;8.279812E-4;8.279812E-4;3.0
Adult;Loss;50-anonymity;RGR;0.95;0.0;0.05;50;30162;9;0.1472947595;16292.0;15.0;4.973145E-4;0.0023913759;0.0023562498;68.0
Adult;Loss;50-anonymity;RGR;0.95;0.025;0.05;50;30162;9;0.147895744;20946.0;20.0;6.63086E-4;0.0022780797;0.002231122;58.0
Adult;Loss;50-anonymity;RGR;0.95;0.05;0.05;50;30162;9;0.1473027276;32927.0;59.0;0.0019561037;0.0022576119;0.0021186196;62.0
Adult;Loss;50-anonymity;RGR;0.95;0.075;0.05;50;30162;9;0.1487548861;35342.0;13.0;4.310059E-4;0.002191263;0.0021606457;56.0
Adult;Loss;50-anonymity;RGR;0.95;0.1;0.05;50;30162;9;0.1602875361;30456.0;4.0;1.326172E-4;0.0017279609;0.0017185566;49.0
Adult;Loss;50-anonymity;RGR;0.95;0.125;0.05;50;30162;9;0.1734807752;16227.0;49.0;0.0016245607;0.001464896;0.0013494069;25.0
Adult;Loss;50-anonymity;RGR;0.95;0.15;0.05;50;30162;9;0.1814160409;9698.0;31.0;0.0010277833;0.0012937543;0.0012203533;16.0
Adult;Loss;50-anonymity;RGR;0.95;0.175;0.05;50;30162;9;0.2006039917;7581.0;33.0;0.0010940919;8.341842E-4;7.584528E-4;10.0
Adult;Loss;50-anonymity;RGR;0.95;0.2;0.05;50;30162;9;0.2009307121;7817.0;30.0;9.94629E-4;8.569834E-4;7.882177E-4;7.0
Adult;Loss;50-anonymity;RGR;0.95;0.225;0.05;50;30162;9;0.2009307121;8206.0;30.0;9.94629E-4;8.569834E-4;7.882177E-4;7.0
Adult;Loss;50-anonymity;RGR;0.95;0.25;0.05;50;30162;9;0.2139783207;7930.0;9.0;2.983887E-4;0.0011862654;0.001165871;6.0
Adult;Loss;50-anonymity;RGR;0.95;0.275;0.05;50;30162;9;0.2366698637;6835.0;53.0;0.0017571779;7.690291E-4;6.490964E-4;5.0
Adult;Loss;50-anonymity;RGR;0.95;0.3;0.05;50;30162;9;0.2366698637;6978.0;53.0;0.0017571779;7.690291E-4;6.490964E-4;5.0
Adult;Loss;50-anonymity;RGR;0.95;0.325;0.05;50;30162;9;0.2366698637;7182.0;53.0;0.0017571779;7.690291E-4;6.490964E-4;5.0
Adult;Loss;50-anonymity;RGR;0.95;0.35;0.05;50;30162;9;0.2366698637;7323.0;53.0;0.0017571779;7.690291E-4;6.490964E-4;5.0
Adult;Loss;50-anonymity;RGR;0.95;0.375;0.05;50;30162;9;0.2366698637;7389.0;53.0;0.0017571779;7.690291E-4;6.490964E-4;5.0
Adult;Loss;50-anonymity;RGR;0.95;0.4;0.05;50;30162;9;0.2366698637;7471.0;53.0;0.0017571779;7.690291E-4;6.490964E-4;5.0
Adult;Loss;50-anonymity;RGR;0.95;0.425;0.05;50;30162;9;0.2675029157;6898.0;14.0;4.641602E-4;5.371013E-4;5.078324E-4;4.0
Adult;Loss;50-anonymity;RGR;0.95;0.45;0.05;50;30162;9;0.2675029157;6943.0;14.0;4.641602E-4;5.371013E-4;5.078324E-4;4.0
Adult;Loss;50-anonymity;RGR;0.95;0.475;0.05;50;30162;9;0.2675029157;6997.0;14.0;4.641602E-4;5.371013E-4;5.078324E-4;4.0
Adult;Loss;50-anonymity;RGR;0.95;0.5;0.05;50;30162;9;0.2722401334;6864.0;14.0;4.641602E-4;2.649732E-4;2.352881E-4;4.0
Adult;Loss;50-anonymity;RGR;0.99999;0.0;0.05;50;30162;9;0.1437931243;55543.0;24.0;7.957032E-4;0.0024177409;0.0023614149;183.0
Adult;Loss;50-anonymity;RGR;0.99999;0.025;0.05;50;30162;9;0.143605691;93470.0;50.0;0.001657715;0.0024489114;0.0023315317;173.0
Adult;Loss;50-anonymity;RGR;0.99999;0.05;0.05;50;30162;9;0.1434693418;155683.0;44.0;0.0014587892;0.0023588783;0.0022551416;171.0
Adult;Loss;50-anonymity;RGR;0.99999;0.075;0.05;50;30162;9;0.1464745883;182347.0;63.0;0.0020887209;0.0022361195;0.002087054;157.0
Adult;Loss;50-anonymity;RGR;0.99999;0.1;0.05;50;30162;9;0.1566397859;184153.0;30.0;9.94629E-4;0.0018558466;0.0017852903;143.0
Adult;Loss;50-anonymity;RGR;0.99999;0.125;0.05;50;30162;9;0.1691874069;94293.0;9.0;2.983887E-4;0.0017895785;0.0017686216;79.0
Adult;Loss;50-anonymity;RGR;0.99999;0.15;0.05;50;30162;9;0.1803596196;21988.0;12.0;3.978516E-4;0.0015247645;0.0014966186;27.0
Adult;Loss;50-anonymity;RGR;0.99999;0.175;0.05;50;30162;9;0.1999205348;9582.0;5.0;1.657715E-4;8.285065E-4;8.170484E-4;10.0
Adult;Loss;50-anonymity;RGR;0.99999;0.2;0.05;50;30162;9;0.2009307121;9558.0;30.0;9.94629E-4;8.569834E-4;7.882177E-4;7.0
Adult;Loss;50-anonymity;RGR;0.99999;0.225;0.05;50;30162;9;0.2009307121;9925.0;30.0;9.94629E-4;8.569834E-4;7.882177E-4;7.0
Adult;Loss;50-anonymity;RGR;0.99999;0.25;0.05;50;30162;9;0.2139783207;9549.0;9.0;2.983887E-4;0.0011862654;0.001165871;6.0
Adult;Loss;50-anonymity;RGR;0.99999;0.275;0.05;50;30162;9;0.2366698637;8110.0;53.0;0.0017571779;7.690291E-4;6.490964E-4;5.0
Adult;Loss;50-anonymity;RGR;0.99999;0.3;0.05;50;30162;9;0.2366698637;8258.0;53.0;0.0017571779;7.690291E-4;6.490964E-4;5.0
Adult;Loss;50-anonymity;RGR;0.99999;0.325;0.05;50;30162;9;0.2366698637;8426.0;53.0;0.0017571779;7.690291E-4;6.490964E-4;5.0
Adult;Loss;50-anonymity;RGR;0.99999;0.35;0.05;50;30162;9;0.2366698637;8564.0;53.0;0.0017571779;7.690291E-4;6.490964E-4;5.0
Adult;Loss;50-anonymity;RGR;0.99999;0.375;0.05;50;30162;9;0.2366698637;8644.0;53.0;0.0017571779;7.690291E-4;6.490964E-4;5.0
Adult;Loss;50-anonymity;RGR;0.99999;0.4;0.05;50;30162;9;0.2366698637;8726.0;53.0;0.0017571779;7.690291E-4;6.490964E-4;5.0
Adult;Loss;50-anonymity;RGR;0.99999;0.425;0.05;50;30162;9;0.2675029157;8052.0;14.0;4.641602E-4;5.371013E-4;5.078324E-4;4.0
