;;;;;;;;;;Utility;Runtime;SuppressionLimit;SuppressedRatio;Variance;VarianceWithoutSuppressed;Transformations
Dataset;UtilityMeasure;PrivacyModel;Algorithm;SuppressionLimit;gsFactor;gsFactorStepSize;K;Records;QIs;Value;Value;Value;Value;Value;Value;Value
Adult;Loss;50-anonymity;RGR;0.99999;0.45;0.05;50;30162;9;0.2675029157;8119.0;14.0;4.641602E-4;5.371013E-4;5.078324E-4;4.0
Adult;Loss;50-anonymity;RGR;0.99999;0.475;0.05;50;30162;9;0.2675029157;8149.0;14.0;4.641602E-4;5.371013E-4;5.078324E-4;4.0
Adult;Loss;50-anonymity;RGR;0.99999;0.5;0.05;50;30162;9;0.2722401334;7970.0;14.0;4.641602E-4;2.649732E-4;2.352881E-4;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.0;0.05;5;63441;8;0.1153231017;8222.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.025;0.05;5;63441;8;0.1153231017;8266.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.05;0.05;5;63441;8;0.1153231017;8229.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.075;0.05;5;63441;8;0.1153231017;8373.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.1;0.05;5;63441;8;0.1153231017;8315.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.125;0.05;5;63441;8;0.1153231017;8309.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.15;0.05;5;63441;8;0.1153231017;8341.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.175;0.05;5;63441;8;0.1153231017;8245.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.2;0.05;5;63441;8;0.1153231017;8302.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.225;0.05;5;63441;8;0.1153231017;8365.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.25;0.05;5;63441;8;0.1153231017;8311.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.275;0.05;5;63441;8;0.1153231017;8294.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.3;0.05;5;63441;8;0.1153231017;8527.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.325;0.05;5;63441;8;0.1153231017;8278.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.35;0.05;5;63441;8;0.1153231017;8370.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.375;0.05;5;63441;8;0.1153231017;8473.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.4;0.05;5;63441;8;0.1153231017;8532.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.425;0.05;5;63441;8;0.1153231017;8805.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.45;0.05;5;63441;8;0.1153231017;8670.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.475;0.05;5;63441;8;0.1153231017;8389.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.05;0.5;0.05;5;63441;8;0.1153231017;8234.0;5.0;7.88134E-5;1.32508E-5;1.2171E-5;4.0
Cup;Loss;5-anonymity;RGR;0.1;0.0;0.05;5;63441;8;0.1058127616;8260.0;3.0;4.7288E-5;1.745713E-4;1.73962E-4;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.025;0.05;5;63441;8;0.1058127616;8307.0;3.0;4.7288E-5;1.745713E-4;1.73962E-4;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.05;0.05;5;63441;8;0.1058127616;8135.0;3.0;4.7288E-5;1.745713E-4;1.73962E-4;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.075;0.05;5;63441;8;0.1058127616;8211.0;3.0;4.7288E-5;1.745713E-4;1.73962E-4;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.1;0.05;5;63441;8;0.1058127616;8299.0;3.0;4.7288E-5;1.745713E-4;1.73962E-4;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.125;0.05;5;63441;8;0.1058127616;8286.0;3.0;4.7288E-5;1.745713E-4;1.73962E-4;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.15;0.05;5;63441;8;0.1058127616;8329.0;3.0;4.7288E-5;1.745713E-4;1.73962E-4;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.175;0.05;5;63441;8;0.1058127616;8375.0;3.0;4.7288E-5;1.745713E-4;1.73962E-4;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.2;0.05;5;63441;8;0.1058127616;8340.0;3.0;4.7288E-5;1.745713E-4;1.73962E-4;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.225;0.05;5;63441;8;0.1139578443;7971.0;2.0;3.15254E-5;1.28785E-5;1.24469E-5;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.25;0.05;5;63441;8;0.1139578443;7898.0;2.0;3.15254E-5;1.28785E-5;1.24469E-5;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.275;0.05;5;63441;8;0.1139578443;8044.0;2.0;3.15254E-5;1.28785E-5;1.24469E-5;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.3;0.05;5;63441;8;0.1139578443;7952.0;2.0;3.15254E-5;1.28785E-5;1.24469E-5;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.325;0.05;5;63441;8;0.1139578443;8023.0;2.0;3.15254E-5;1.28785E-5;1.24469E-5;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.35;0.05;5;63441;8;0.1139578443;8306.0;2.0;3.15254E-5;1.28785E-5;1.24469E-5;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.375;0.05;5;63441;8;0.1139578443;8360.0;2.0;3.15254E-5;1.28785E-5;1.24469E-5;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.4;0.05;5;63441;8;0.1139578443;8303.0;2.0;3.15254E-5;1.28785E-5;1.24469E-5;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.425;0.05;5;63441;8;0.1139578443;8391.0;2.0;3.15254E-5;1.28785E-5;1.24469E-5;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.45;0.05;5;63441;8;0.1139578443;8340.0;2.0;3.15254E-5;1.28785E-5;1.24469E-5;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.475;0.05;5;63441;8;0.1139578443;8368.0;2.0;3.15254E-5;1.28785E-5;1.24469E-5;5.0
Cup;Loss;5-anonymity;RGR;0.1;0.5;0.05;5;63441;8;0.1146117699;8825.0;1.0;1.57627E-5;2.928E-5;2.90647E-5;5.0
Cup;Loss;5-anonymity;RGR;0.95;0.0;0.05;5;63441;8;0.0694123793;58022.0;2.0;3.15254E-5;2.175416E-4;2.171361E-4;83.0
Cup;Loss;5-anonymity;RGR;0.95;0.025;0.05;5;63441;8;0.0741938404;38430.0;4.0;6.30507E-5;1.963178E-4;1.955018E-4;68.0
Cup;Loss;5-anonymity;RGR;0.95;0.05;0.05;5;63441;8;0.0833740666;29313.0;2.0;3.15254E-5;1.676818E-4;1.672691E-4;56.0
Cup;Loss;5-anonymity;RGR;0.95;0.075;0.05;5;63441;8;0.093731045;19863.0;4.0;6.30507E-5;2.772237E-4;2.764463E-4;30.0
Cup;Loss;5-anonymity;RGR;0.95;0.1;0.05;5;63441;8;0.0941683371;20404.0;2.0;3.15254E-5;2.721308E-4;2.717418E-4;25.0
Cup;Loss;5-anonymity;RGR;0.95;0.125;0.05;5;63441;8;0.100236032;20043.0;3.0;4.7288E-5;1.732195E-4;1.726099E-4;19.0
Cup;Loss;5-anonymity;RGR;0.95;0.15;0.05;5;63441;8;0.1002642704;20283.0;2.0;3.15254E-5;1.750844E-4;1.746782E-4;15.0
Cup;Loss;5-anonymity;RGR;0.95;0.175;0.05;5;63441;8;0.1013122623;20485.0;1.0;1.57627E-5;3.260264E-4;3.258289E-4;11.0
Cup;Loss;5-anonymity;RGR;0.95;0.2;0.05;5;63441;8;0.104540281;20597.0;1.0;1.57627E-5;1.751331E-4;1.7493E-4;11.0
Cup;Loss;5-anonymity;RGR;0.95;0.225;0.05;5;63441;8;0.1112485855;20110.0;4.0;6.30507E-5;1.035207E-4;1.026866E-4;9.0
Cup;Loss;5-anonymity;RGR;0.95;0.25;0.05;5;63441;8;0.1112485855;20526.0;4.0;6.30507E-5;1.035207E-4;1.026866E-4;9.0
Cup;Loss;5-anonymity;RGR;0.95;0.275;0.05;5;63441;8;0.1113912302;20747.0;1.0;1.57627E-5;1.041158E-4;1.039074E-4;7.0
Cup;Loss;5-anonymity;RGR;0.95;0.3;0.05;5;63441;8;0.1113912302;21128.0;1.0;1.57627E-5;1.041158E-4;1.039074E-4;7.0
Cup;Loss;5-anonymity;RGR;0.95;0.325;0.05;5;63441;8;0.1113912302;21605.0;1.0;1.57627E-5;1.041158E-4;1.039074E-4;7.0
Cup;Loss;5-anonymity;RGR;0.95;0.35;0.05;5;63441;8;0.1113958128;21673.0;1.0;1.57627E-5;1.035702E-4;1.033617E-4;6.0
Cup;Loss;5-anonymity;RGR;0.95;0.375;0.05;5;63441;8;0.1113958128;22156.0;1.0;1.57627E-5;1.035702E-4;1.033617E-4;6.0
Cup;Loss;5-anonymity;RGR;0.95;0.4;0.05;5;63441;8;0.113825261;22826.0;2.0;3.15254E-5;1.42351E-5;1.38036E-5;6.0
Cup;Loss;5-anonymity;RGR;0.95;0.425;0.05;5;63441;8;0.113825261;23034.0;2.0;3.15254E-5;1.42351E-5;1.38036E-5;6.0
Cup;Loss;5-anonymity;RGR;0.95;0.45;0.05;5;63441;8;0.113825261;23694.0;2.0;3.15254E-5;1.42351E-5;1.38036E-5;6.0
Cup;Loss;5-anonymity;RGR;0.95;0.475;0.05;5;63441;8;0.113825261;24728.0;2.0;3.15254E-5;1.42351E-5;1.38036E-5;6.0
Cup;Loss;5-anonymity;RGR;0.95;0.5;0.05;5;63441;8;0.1144282871;25560.0;2.0;3.15254E-5;1.07518E-5;1.03198E-5;6.0
Cup;Loss;5-anonymity;RGR;0.99999;0.0;0.05;5;63441;8;0.0681230644;241299.0;1.0;1.57627E-5;2.204551E-4;2.202524E-4;273.0
Cup;Loss;5-anonymity;RGR;0.99999;0.025;0.05;5;63441;8;0.0726963601;201408.0;4.0;6.30507E-5;2.063986E-4;2.055851E-4;221.0
Cup;Loss;5-anonymity;RGR;0.99999;0.05;0.05;5;63441;8;0.0831536791;102164.0;1.0;1.57627E-5;1.717958E-4;1.715899E-4;164.0
Cup;Loss;5-anonymity;RGR;0.99999;0.075;0.05;5;63441;8;0.0933587818;56054.0;3.0;4.7288E-5;2.863866E-4;2.858038E-4;90.0
Cup;Loss;5-anonymity;RGR;0.99999;0.1;0.05;5;63441;8;0.0940062093;38322.0;5.0;7.88134E-5;2.759862E-4;2.75014E-4;40.0
Cup;Loss;5-anonymity;RGR;0.99999;0.125;0.05;5;63441;8;0.1001885713;33522.0;4.0;6.30507E-5;1.767348E-4;1.759225E-4;24.0
Cup;Loss;5-anonymity;RGR;0.99999;0.15;0.05;5;63441;8;0.1002615325;33609.0;4.0;6.30507E-5;1.742374E-4;1.734248E-4;17.0
Cup;Loss;5-anonymity;RGR;0.99999;0.175;0.05;5;63441;8;0.1013122623;34146.0;1.0;1.57627E-5;3.260264E-4;3.258289E-4;11.0
Cup;Loss;5-anonymity;RGR;0.99999;0.2;0.05;5;63441;8;0.1044902445;35599.0;5.0;7.88134E-5;1.749957E-4;1.7398E-4;13.0
Cup;Loss;5-anonymity;RGR;0.99999;0.225;0.05;5;63441;8;0.1112485855;34305.0;4.0;6.30507E-5;1.035207E-4;1.026866E-4;9.0
Cup;Loss;5-anonymity;RGR;0.99999;0.25;0.05;5;63441;8;0.1112485855;36299.0;4.0;6.30507E-5;1.035207E-4;1.026866E-4;9.0
Cup;Loss;5-anonymity;RGR;0.99999;0.275;0.05;5;63441;8;0.1113912302;35223.0;1.0;1.57627E-5;1.041158E-4;1.039074E-4;7.0
Cup;Loss;5-anonymity;RGR;0.99999;0.3;0.05;5;63441;8;0.1113912302;36910.0;1.0;1.57627E-5;1.041158E-4;1.039074E-4;7.0
Cup;Loss;5-anonymity;RGR;0.99999;0.325;0.05;5;63441;8;0.1113912302;37477.0;1.0;1.57627E-5;1.041158E-4;1.039074E-4;7.0
Cup;Loss;5-anonymity;RGR;0.99999;0.35;0.05;5;63441;8;0.1113958128;38919.0;1.0;1.57627E-5;1.035702E-4;1.033617E-4;6.0
Cup;Loss;5-anonymity;RGR;0.99999;0.375;0.05;5;63441;8;0.1113958128;40855.0;1.0;1.57627E-5;1.035702E-4;1.033617E-4;6.0
Cup;Loss;5-anonymity;RGR;0.99999;0.4;0.05;5;63441;8;0.113825261;41386.0;2.0;3.15254E-5;1.42351E-5;1.38036E-5;6.0
Cup;Loss;5-anonymity;RGR;0.99999;0.425;0.05;5;63441;8;0.113825261;41776.0;2.0;3.15254E-5;1.42351E-5;1.38036E-5;6.0
Cup;Loss;5-anonymity;RGR;0.99999;0.45;0.05;5;63441;8;0.113825261;43228.0;2.0;3.15254E-5;1.42351E-5;1.38036E-5;6.0
Cup;Loss;5-anonymity;RGR;0.99999;0.475;0.05;5;63441;8;0.113825261;44737.0;2.0;3.15254E-5;1.42351E-5;1.38036E-5;6.0
Cup;Loss;5-anonymity;RGR;0.99999;0.5;0.05;5;63441;8;0.1144282871;44174.0;2.0;3.15254E-5;1.07518E-5;1.03198E-5;6.0
Cup;Loss;10-anonymity;RGR;0.05;0.0;0.05;10;63441;8;0.1564827842;8807.0;4.0;6.30507E-5;1.48241E-5;1.44413E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.025;0.05;10;63441;8;0.1564827842;8271.0;4.0;6.30507E-5;1.48241E-5;1.44413E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.05;0.05;10;63441;8;0.1564827842;8377.0;4.0;6.30507E-5;1.48241E-5;1.44413E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.075;0.05;10;63441;8;0.1564827842;8282.0;4.0;6.30507E-5;1.48241E-5;1.44413E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.1;0.05;10;63441;8;0.1563959427;8206.0;4.0;6.30507E-5;1.28277E-5;1.24447E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.125;0.05;10;63441;8;0.1563959427;8342.0;4.0;6.30507E-5;1.28277E-5;1.24447E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.15;0.05;10;63441;8;0.1563959427;8718.0;4.0;6.30507E-5;1.28277E-5;1.24447E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.175;0.05;10;63441;8;0.1563959427;8600.0;4.0;6.30507E-5;1.28277E-5;1.24447E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.2;0.05;10;63441;8;0.1563959427;8538.0;4.0;6.30507E-5;1.28277E-5;1.24447E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.225;0.05;10;63441;8;0.1563959427;8514.0;4.0;6.30507E-5;1.28277E-5;1.24447E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.25;0.05;10;63441;8;0.1563959427;8522.0;4.0;6.30507E-5;1.28277E-5;1.24447E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.275;0.05;10;63441;8;0.1563959427;8988.0;4.0;6.30507E-5;1.28277E-5;1.24447E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.3;0.05;10;63441;8;0.1563959427;9016.0;4.0;6.30507E-5;1.28277E-5;1.24447E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.325;0.05;10;63441;8;0.1563959427;8887.0;4.0;6.30507E-5;1.28277E-5;1.24447E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.35;0.05;10;63441;8;0.1563959427;8901.0;4.0;6.30507E-5;1.28277E-5;1.24447E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.375;0.05;10;63441;8;0.1563959427;8740.0;4.0;6.30507E-5;1.28277E-5;1.24447E-5;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.4;0.05;10;63441;8;0.1633404478;8577.0;4.0;6.30507E-5;6.2635E-6;5.8804E-6;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.425;0.05;10;63441;8;0.1633404478;8528.0;4.0;6.30507E-5;6.2635E-6;5.8804E-6;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.45;0.05;10;63441;8;0.1633404478;8316.0;4.0;6.30507E-5;6.2635E-6;5.8804E-6;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.475;0.05;10;63441;8;0.1633404478;8512.0;4.0;6.30507E-5;6.2635E-6;5.8804E-6;4.0
Cup;Loss;10-anonymity;RGR;0.05;0.5;0.05;10;63441;8;0.1633404478;8433.0;4.0;6.30507E-5;6.2635E-6;5.8804E-6;4.0
Cup;Loss;10-anonymity;RGR;0.1;0.0;0.05;10;63441;8;0.1242986108;8330.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.025;0.05;10;63441;8;0.1242986108;8321.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.05;0.05;10;63441;8;0.1242986108;8481.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.075;0.05;10;63441;8;0.1242986108;8538.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.1;0.05;10;63441;8;0.1242986108;8449.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.125;0.05;10;63441;8;0.1242986108;8448.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.15;0.05;10;63441;8;0.1242986108;8476.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.175;0.05;10;63441;8;0.1242986108;8614.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.2;0.05;10;63441;8;0.1242986108;8713.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.225;0.05;10;63441;8;0.1242986108;8651.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.25;0.05;10;63441;8;0.1242986108;8574.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.275;0.05;10;63441;8;0.1242986108;8748.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.3;0.05;10;63441;8;0.1242986108;8375.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.325;0.05;10;63441;8;0.1242986108;8781.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.35;0.05;10;63441;8;0.1242986108;8795.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.375;0.05;10;63441;8;0.1242986108;8774.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.4;0.05;10;63441;8;0.1242986108;8783.0;3.0;4.7288E-5;7.08177E-5;7.01777E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.425;0.05;10;63441;8;0.1242260321;8746.0;2.0;3.15254E-5;2.25177E-5;2.20875E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.45;0.05;10;63441;8;0.1242260321;9413.0;2.0;3.15254E-5;2.25177E-5;2.20875E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.475;0.05;10;63441;8;0.1242260321;9499.0;2.0;3.15254E-5;2.25177E-5;2.20875E-5;5.0
Cup;Loss;10-anonymity;RGR;0.1;0.5;0.05;10;63441;8;0.1242260321;9740.0;2.0;3.15254E-5;2.25177E-5;2.20875E-5;5.0
Cup;Loss;10-anonymity;RGR;0.95;0.0;0.05;10;63441;8;0.086225417;72452.0;9.0;1.418641E-4;4.336192E-4;4.319295E-4;71.0
Cup;Loss;10-anonymity;RGR;0.95;0.025;0.05;10;63441;8;0.0892066924;52291.0;7.0;1.103387E-4;4.275475E-4;4.262333E-4;65.0
Cup;Loss;10-anonymity;RGR;0.95;0.05;0.05;10;63441;8;0.0998890337;24069.0;7.0;1.103387E-4;3.834955E-4;3.821726E-4;40.0
Cup;Loss;10-anonymity;RGR;0.95;0.075;0.05;10;63441;8;0.1038068927;20931.0;3.0;4.7288E-5;4.880459E-4;4.875191E-4;28.0
Cup;Loss;10-anonymity;RGR;0.95;0.1;0.05;10;63441;8;0.1094007719;18520.0;9.0;1.418641E-4;3.045674E-4;3.028479E-4;20.0
Cup;Loss;10-anonymity;RGR;0.95;0.125;0.05;10;63441;8;0.1151975379;17657.0;5.0;7.88134E-5;1.968473E-4;1.958438E-4;12.0
Cup;Loss;10-anonymity;RGR;0.95;0.15;0.05;10;63441;8;0.1181600456;18020.0;0.0;0.0;5.669264E-4;5.669264E-4;12.0
Cup;Loss;10-anonymity;RGR;0.95;0.175;0.05;10;63441;8;0.1185323888;18189.0;6.0;9.45761E-5;1.976164E-4;1.964123E-4;11.0
Cup;Loss;10-anonymity;RGR;0.95;0.2;0.05;10;63441;8;0.1185667147;18966.0;5.0;7.88134E-5;1.991013E-4;1.980982E-4;10.0
Cup;Loss;10-anonymity;RGR;0.95;0.225;0.05;10;63441;8;0.119228214;19462.0;1.0;1.57627E-5;1.980046E-4;1.97804E-4;9.0
Cup;Loss;10-anonymity;RGR;0.95;0.25;0.05;10;63441;8;0.1192400733;20156.0;9.0;1.418641E-4;1.97351E-4;1.955446E-4;7.0
Cup;Loss;10-anonymity;RGR;0.95;0.275;0.05;10;63441;8;0.1192400733;21028.0;9.0;1.418641E-4;1.97351E-4;1.955446E-4;7.0
Cup;Loss;10-anonymity;RGR;0.95;0.3;0.05;10;63441;8;0.1192471529;21497.0;8.0;1.261014E-4;1.955259E-4;1.939199E-4;7.0
Cup;Loss;10-anonymity;RGR;0.95;0.325;0.05;10;63441;8;0.11925176;21976.0;3.0;4.7288E-5;1.949562E-4;1.943539E-4;7.0
Cup;Loss;10-anonymity;RGR;0.95;0.35;0.05;10;63441;8;0.1194734535;22338.0;4.0;6.30507E-5;1.948582E-4;1.940552E-4;6.0
Cup;Loss;10-anonymity;RGR;0.95;0.375;0.05;10;63441;8;0.1194734535;23000.0;4.0;6.30507E-5;1.948582E-4;1.940552E-4;6.0
Cup;Loss;10-anonymity;RGR;0.95;0.4;0.05;10;63441;8;0.1195077236;23807.0;3.0;4.7288E-5;1.958838E-4;1.952817E-4;6.0
Cup;Loss;10-anonymity;RGR;0.95;0.425;0.05;10;63441;8;0.1195077236;24188.0;3.0;4.7288E-5;1.958838E-4;1.952817E-4;6.0
Cup;Loss;10-anonymity;RGR;0.95;0.45;0.05;10;63441;8;0.1240284778;25060.0;1.0;1.57627E-5;9.0074E-6;8.7912E-6;6.0
Cup;Loss;10-anonymity;RGR;0.95;0.475;0.05;10;63441;8;0.1240284778;25645.0;1.0;1.57627E-5;9.0074E-6;8.7912E-6;6.0
Cup;Loss;10-anonymity;RGR;0.95;0.5;0.05;10;63441;8;0.1240284778;26209.0;1.0;1.57627E-5;9.0074E-6;8.7912E-6;6.0
Cup;Loss;10-anonymity;RGR;0.99999;0.0;0.05;10;63441;8;0.0852535847;217829.0;3.0;4.7288E-5;4.10555E-4;4.099887E-4;187.0
Cup;Loss;10-anonymity;RGR;0.99999;0.025;0.05;10;63441;8;0.0885208213;178133.0;2.0;3.15254E-5;4.16148E-4;4.157708E-4;146.0
Cup;Loss;10-anonymity;RGR;0.99999;0.05;0.05;10;63441;8;0.0994990122;68995.0;10.0;1.576268E-4;3.753664E-4;3.734713E-4;97.0
Cup;Loss;10-anonymity;RGR;0.99999;0.075;0.05;10;63441;8;0.1037877927;45808.0;3.0;4.7288E-5;4.724112E-4;4.718825E-4;57.0
Cup;Loss;10-anonymity;RGR;0.99999;0.1;0.05;10;63441;8;0.1093173429;30221.0;7.0;1.103387E-4;3.104121E-4;3.090761E-4;28.0
Cup;Loss;10-anonymity;RGR;0.99999;0.125;0.05;10;63441;8;0.1151837641;27231.0;3.0;4.7288E-5;1.997144E-4;1.991126E-4;16.0
Cup;Loss;10-anonymity;RGR;0.99999;0.15;0.05;10;63441;8;0.1182661778;28955.0;3.0;4.7288E-5;5.930792E-4;5.925153E-4;14.0
Cup;Loss;10-anonymity;RGR;0.99999;0.175;0.05;10;63441;8;0.1185323888;28288.0;6.0;9.45761E-5;1.976164E-4;1.964123E-4;11.0
Cup;Loss;10-anonymity;RGR;0.99999;0.2;0.05;10;63441;8;0.1185667147;30015.0;5.0;7.88134E-5;1.991013E-4;1.980982E-4;10.0
Cup;Loss;10-anonymity;RGR;0.99999;0.225;0.05;10;63441;8;0.119228214;31074.0;1.0;1.57627E-5;1.980046E-4;1.97804E-4;9.0
Cup;Loss;10-anonymity;RGR;0.99999;0.25;0.05;10;63441;8;0.1192400733;32513.0;9.0;1.418641E-4;1.97351E-4;1.955446E-4;7.0
Cup;Loss;10-anonymity;RGR;0.99999;0.275;0.05;10;63441;8;0.1192400733;34893.0;9.0;1.418641E-4;1.97351E-4;1.955446E-4;7.0
Cup;Loss;10-anonymity;RGR;0.99999;0.3;0.05;10;63441;8;0.1192471529;36386.0;8.0;1.261014E-4;1.955259E-4;1.939199E-4;7.0
Cup;Loss;10-anonymity;RGR;0.99999;0.325;0.05;10;63441;8;0.11925176;37878.0;3.0;4.7288E-5;1.949562E-4;1.943539E-4;7.0
Cup;Loss;10-anonymity;RGR;0.99999;0.35;0.05;10;63441;8;0.1194734535;39720.0;4.0;6.30507E-5;1.948582E-4;1.940552E-4;6.0
Cup;Loss;10-anonymity;RGR;0.99999;0.375;0.05;10;63441;8;0.1194734535;41279.0;4.0;6.30507E-5;1.948582E-4;1.940552E-4;6.0
Cup;Loss;10-anonymity;RGR;0.99999;0.4;0.05;10;63441;8;0.1195077236;43197.0;3.0;4.7288E-5;1.958838E-4;1.952817E-4;6.0
Cup;Loss;10-anonymity;RGR;0.99999;0.425;0.05;10;63441;8;0.1195077236;45604.0;3.0;4.7288E-5;1.958838E-4;1.952817E-4;6.0
