;;;;;;;Privacy Strength;Records;QIs;Utility;Runtime;Suppressed;Suppressed Ratio;Variance;Variance (not suppressed)
Dataset;UtilityMeasure;PrivacyModel;Algorithm;Suppression Limit;Suppression Weight;gsFactorStepSize;Value;Value;Value;Value;Value;Value;Value;Value;Value
Adult;Loss;10-anonymity;RGR;0.3;0.2;0.05;10.0;30162.0;9.0;0.17482095319091287;2500.8;7.0;2.3208010078907233E-4;0.010672777124439991;0.01062405069720818
Adult;Loss;10-anonymity;RGR;0.3;0.25;0.05;10.0;30162.0;9.0;0.17482095319091287;2893.4;7.0;2.3208010078907233E-4;0.010672777124439991;0.01062405069720818
Adult;Loss;10-anonymity;RGR;0.3;0.3;0.05;10.0;30162.0;9.0;0.19478504266807722;2918.2;7.0;2.3208010078907233E-4;0.010994539809909136;0.010952985694207414
Adult;Loss;10-anonymity;RGR;0.3;0.35;0.05;10.0;30162.0;9.0;0.19968270685017234;3092.8;0.0;0.0;0.00733854733816776;0.00733854733816776
Adult;Loss;10-anonymity;RGR;0.3;0.4;0.05;10.0;30162.0;9.0;0.19992195710521385;3317.6;0.0;0.0;0.007422472731903539;0.007422472731903539
Adult;Loss;10-anonymity;RGR;0.3;0.45;0.05;10.0;30162.0;9.0;0.23200628522798722;3483.4;5.0;1.657715005636231E-4;0.004666775445480588;0.004639701161606857
Adult;Loss;10-anonymity;RGR;0.3;0.5;0.05;10.0;30162.0;9.0;0.23200628522798722;3634.2;5.0;1.657715005636231E-4;0.004666775445480588;0.004639701161606857
Adult;Loss;10-anonymity;RGR;0.999;0.0;0.05;10.0;30162.0;9.0;0.09196184033043234;61903.6;1.0;3.315430011272462E-5;0.023238662459166882;0.023229654499038205
Adult;Loss;10-anonymity;RGR;0.999;0.05;0.05;10.0;30162.0;9.0;0.09921069005035534;244695.0;13.0;4.310059014654201E-4;0.01850557945797436;0.01839080885757114
Adult;Loss;10-anonymity;RGR;0.999;0.1;0.05;10.0;30162.0;9.0;0.11791515569803253;299525.0;8.0;2.6523440090179694E-4;0.015050472229660645;0.014985479999884912
Adult;Loss;10-anonymity;RGR;0.999;0.15;0.05;10.0;30162.0;9.0;0.15589769011671292;19464.4;0.0;0.0;0.01128053618064558;0.01128053618064558
Adult;Loss;10-anonymity;RGR;0.999;0.2;0.05;10.0;30162.0;9.0;0.16740126928120766;8548.4;5.0;1.657715005636231E-4;0.011152285681209744;0.011117711603755102
Adult;Loss;10-anonymity;RGR;0.999;0.25;0.05;10.0;30162.0;9.0;0.17460675855908647;8503.6;7.0;2.3208010078907233E-4;0.010585769264174623;0.010536970219629925
Adult;Loss;10-anonymity;RGR;0.999;0.3;0.05;10.0;30162.0;9.0;0.19467090365527623;8154.0;3.0;9.946290033817386E-5;0.011000757725449877;0.010982953872969744
Adult;Loss;10-anonymity;RGR;0.999;0.35;0.05;10.0;30162.0;9.0;0.19959642994203505;8203.4;1.0;3.315430011272462E-5;0.007319539136716123;0.007313330734525721
Adult;Loss;10-anonymity;RGR;0.999;0.4;0.05;10.0;30162.0;9.0;0.19992195710521385;8561.0;0.0;0.0;0.007422472731903539;0.007422472731903539
Adult;Loss;10-anonymity;RGR;0.999;0.45;0.05;10.0;30162.0;9.0;0.23200628522798722;8074.2;5.0;1.657715005636231E-4;0.004666775445480588;0.004639701161606857
Adult;Loss;10-anonymity;RGR;0.999;0.5;0.05;10.0;30162.0;9.0;0.23200628522798722;8110.8;5.0;1.657715005636231E-4;0.004666775445480588;0.004639701161606857
Cup;Loss;10-anonymity;RGR;0.05;0.0;0.05;10.0;63441.0;8.0;0.15657707491961817;8262.6;4.0;6.305070853233713E-5;0.00253266640532942;0.002520236328487791
Cup;Loss;10-anonymity;RGR;0.05;0.05;0.05;10.0;63441.0;8.0;0.15657707491961817;8048.4;4.0;6.305070853233713E-5;0.00253266640532942;0.002520236328487791
Cup;Loss;10-anonymity;RGR;0.05;0.1;0.05;10.0;63441.0;8.0;0.15650366023406556;8072.0;4.0;6.305070853233713E-5;0.002504472413004691;0.0024920673357209564
Cup;Loss;10-anonymity;RGR;0.05;0.15;0.05;10.0;63441.0;8.0;0.15650366023406556;8368.2;4.0;6.305070853233713E-5;0.002504472413004691;0.0024920673357209564
Cup;Loss;10-anonymity;RGR;0.05;0.2;0.05;10.0;63441.0;8.0;0.15650366023406556;8185.4;4.0;6.305070853233713E-5;0.002504472413004691;0.0024920673357209564
Cup;Loss;10-anonymity;RGR;0.05;0.25;0.05;10.0;63441.0;8.0;0.15650366023406556;8211.8;4.0;6.305070853233713E-5;0.002504472413004691;0.0024920673357209564
Cup;Loss;10-anonymity;RGR;0.05;0.3;0.05;10.0;63441.0;8.0;0.15650366023406556;8714.0;4.0;6.305070853233713E-5;0.002504472413004691;0.0024920673357209564
Cup;Loss;10-anonymity;RGR;0.05;0.35;0.05;10.0;63441.0;8.0;0.15650366023406556;8604.4;4.0;6.305070853233713E-5;0.002504472413004691;0.0024920673357209564
Cup;Loss;10-anonymity;RGR;0.05;0.4;0.05;10.0;63441.0;8.0;0.1640595114527775;8260.4;4.0;6.305070853233713E-5;0.001463160760890588;0.0014512116745622966
Cup;Loss;10-anonymity;RGR;0.05;0.45;0.05;10.0;63441.0;8.0;0.1640595114527775;7990.2;4.0;6.305070853233713E-5;0.001463160760890588;0.0014512116745622966
Cup;Loss;10-anonymity;RGR;0.05;0.5;0.05;10.0;63441.0;8.0;0.1640595114527775;8071.6;4.0;6.305070853233713E-5;0.001463160760890588;0.0014512116745622966
Cup;Loss;10-anonymity;RGR;0.1;0.0;0.05;10.0;63441.0;8.0;0.13348238655312208;8121.2;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.05;0.05;10.0;63441.0;8.0;0.13348238655312208;8195.6;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.1;0.05;10.0;63441.0;8.0;0.13348238655312208;8253.4;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.15;0.05;10.0;63441.0;8.0;0.13348238655312208;8195.8;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.2;0.05;10.0;63441.0;8.0;0.13348238655312208;8362.8;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.25;0.05;10.0;63441.0;8.0;0.13348238655312208;8338.8;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.3;0.05;10.0;63441.0;8.0;0.13348238655312208;8186.0;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.35;0.05;10.0;63441.0;8.0;0.13348238655312208;8518.8;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.4;0.05;10.0;63441.0;8.0;0.13348238655312208;8496.2;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.45;0.05;10.0;63441.0;8.0;0.13353601075666918;9074.4;2.0;3.1525354266168566E-5;0.002814256448612561;0.0028070852597200935
Cup;Loss;10-anonymity;RGR;0.1;0.5;0.05;10.0;63441.0;8.0;0.13353601075666918;9194.6;2.0;3.1525354266168566E-5;0.002814256448612561;0.0028070852597200935
Cup;Loss;10-anonymity;RGR;0.2;0.0;0.05;10.0;63441.0;8.0;0.12126036120197099;8625.8;7.0;1.1033873993158998E-4;0.007773243843439799;0.007748412547888323
Cup;Loss;10-anonymity;RGR;0.2;0.05;0.05;10.0;63441.0;8.0;0.12126036120197099;8615.0;7.0;1.1033873993158998E-4;0.007773243843439799;0.007748412547888323
Cup;Loss;10-anonymity;RGR;0.2;0.1;0.05;10.0;63441.0;8.0;0.12146309067160917;8603.8;7.0;1.1033873993158998E-4;0.007252344175853093;0.007226350444525586
Cup;Loss;10-anonymity;RGR;0.2;0.15;0.05;10.0;63441.0;8.0;0.12731889112093894;8148.8;2.0;3.1525354266168566E-5;0.0022829462570333695;0.0022758126129090914
Cup;Loss;10-anonymity;RGR;0.2;0.2;0.05;10.0;63441.0;8.0;0.12731889112093894;8550.2;2.0;3.1525354266168566E-5;0.0022829462570333695;0.0022758126129090914
Cup;Loss;10-anonymity;RGR;0.2;0.25;0.05;10.0;63441.0;8.0;0.12731889112093894;8836.4;2.0;3.1525354266168566E-5;0.0022829462570333695;0.0022758126129090914
Cup;Loss;10-anonymity;RGR;0.2;0.3;0.05;10.0;63441.0;8.0;0.12731889112093894;9095.6;2.0;3.1525354266168566E-5;0.0022829462570333695;0.0022758126129090914
Cup;Loss;10-anonymity;RGR;0.2;0.35;0.05;10.0;63441.0;8.0;0.12748083400413088;9221.4;1.0;1.5762677133084283E-5;0.0023155031366583457;0.0023119419189346025
Cup;Loss;10-anonymity;RGR;0.2;0.4;0.05;10.0;63441.0;8.0;0.12748083400413088;9537.4;1.0;1.5762677133084283E-5;0.0023155031366583457;0.0023119419189346025
Cup;Loss;10-anonymity;RGR;0.2;0.45;0.05;10.0;63441.0;8.0;0.13343547744486128;8814.8;9.0;1.4186409419775854E-4;0.002780667297552169;0.0027483663695288827
Cup;Loss;10-anonymity;RGR;0.2;0.5;0.05;10.0;63441.0;8.0;0.13343547744486128;9424.8;9.0;1.4186409419775854E-4;0.002780667297552169;0.0027483663695288827
Cup;Loss;10-anonymity;RGR;0.3;0.0;0.05;10.0;63441.0;8.0;0.11064131606115728;10392.6;2.0;3.1525354266168566E-5;0.00548803450267389;0.005480150812486097
Cup;Loss;10-anonymity;RGR;0.3;0.05;0.05;10.0;63441.0;8.0;0.11064131606115728;11005.6;2.0;3.1525354266168566E-5;0.00548803450267389;0.005480150812486097
Cup;Loss;10-anonymity;RGR;0.3;0.1;0.05;10.0;63441.0;8.0;0.1178158622483327;10746.0;9.0;1.4186409419775854E-4;0.005231247487464769;0.005197277730711133
Cup;Loss;10-anonymity;RGR;0.3;0.15;0.05;10.0;63441.0;8.0;0.12636658493605502;10092.6;4.0;6.305070853233713E-5;0.0020053358951532224;0.0019909527125761516
Cup;Loss;10-anonymity;RGR;0.3;0.2;0.05;10.0;63441.0;8.0;0.12654223249164442;10316.8;2.0;3.1525354266168566E-5;0.002068818776747769;0.0020616397893040454
Cup;Loss;10-anonymity;RGR;0.3;0.25;0.05;10.0;63441.0;8.0;0.12726331831585533;9968.2;8.0;1.2610141706467426E-4;0.0022712975120159186;0.0022427559506031165
Cup;Loss;10-anonymity;RGR;0.3;0.3;0.05;10.0;63441.0;8.0;0.12726331831585533;10304.4;8.0;1.2610141706467426E-4;0.0022712975120159186;0.0022427559506031165
Cup;Loss;10-anonymity;RGR;0.3;0.35;0.05;10.0;63441.0;8.0;0.12746392617187116;10188.4;3.0;4.728803139925285E-5;0.0023130264650536676;0.0023023411571401237
Cup;Loss;10-anonymity;RGR;0.3;0.4;0.05;10.0;63441.0;8.0;0.12746392617187116;10469.2;3.0;4.728803139925285E-5;0.0023130264650536676;0.0023023411571401237
Cup;Loss;10-anonymity;RGR;0.3;0.45;0.05;10.0;63441.0;8.0;0.13340425500790323;10720.8;1.0;1.5762677133084283E-5;0.0027748922071672366;0.0027713041320227933
Cup;Loss;10-anonymity;RGR;0.3;0.5;0.05;10.0;63441.0;8.0;0.13340425500790323;10665.2;1.0;1.5762677133084283E-5;0.0027748922071672366;0.0027713041320227933
Cup;Loss;10-anonymity;RGR;0.999;0.0;0.05;10.0;63441.0;8.0;0.08963107586056414;164078.0;2.0;3.1525354266168566E-5;0.009634871790510846;0.00962647547974655
Cup;Loss;10-anonymity;RGR;0.999;0.05;0.05;10.0;63441.0;8.0;0.10510168453158289;62556.4;10.0;1.5762677133084282E-4;0.004758622000994;0.004718833616911635
Cup;Loss;10-anonymity;RGR;0.999;0.1;0.05;10.0;63441.0;8.0;0.11574027437309511;26728.2;7.0;1.1033873993158998E-4;0.003415940962658727;0.0033889587279740856
Cup;Loss;10-anonymity;RGR;0.999;0.15;0.05;10.0;63441.0;8.0;0.12525312269473687;24969.8;3.0;4.728803139925285E-5;0.0042313155710626245;0.004220752934572557
Cup;Loss;10-anonymity;RGR;0.999;0.2;0.05;10.0;63441.0;8.0;0.12643718919910102;25457.8;5.0;7.881338566542141E-5;0.0020752889040748816;0.002057336804521395
Cup;Loss;10-anonymity;RGR;0.999;0.25;0.05;10.0;63441.0;8.0;0.127190460944537;27660.0;9.0;1.4186409419775854E-4;0.0022612342771489075;0.002229115641004306
Cup;Loss;10-anonymity;RGR;0.999;0.3;0.05;10.0;63441.0;8.0;0.12719145084440484;30635.2;8.0;1.2610141706467426E-4;0.002252662587561642;0.00222411252222623
Cup;Loss;10-anonymity;RGR;0.999;0.35;0.05;10.0;63441.0;8.0;0.12742937896870338;33442.8;4.0;6.305070853233713E-5;0.0022959687369404585;0.0022817176406292354
Cup;Loss;10-anonymity;RGR;0.999;0.4;0.05;10.0;63441.0;8.0;0.12746392617187116;35829.0;3.0;4.728803139925285E-5;0.0023130264650536676;0.0023023411571401237
Cup;Loss;10-anonymity;RGR;0.999;0.45;0.05;10.0;63441.0;8.0;0.13340425500790323;38245.2;1.0;1.5762677133084283E-5;0.0027748922071672366;0.0027713041320227933
Cup;Loss;10-anonymity;RGR;0.999;0.5;0.05;10.0;63441.0;8.0;0.13340425500790323;40324.0;1.0;1.5762677133084283E-5;0.0027748922071672366;0.0027713041320227933
Adult;Loss;25-anonymity;RGR;0.05;0.0;0.05;25.0;30162.0;9.0;0.425274928528981;1016.0;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.05;0.05;25.0;30162.0;9.0;0.425274928528981;978.4;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.1;0.05;25.0;30162.0;9.0;0.425274928528981;990.6;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.15;0.05;25.0;30162.0;9.0;0.425274928528981;991.6;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.2;0.05;25.0;30162.0;9.0;0.425274928528981;988.0;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.25;0.05;25.0;30162.0;9.0;0.425274928528981;982.8;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.3;0.05;25.0;30162.0;9.0;0.425274928528981;932.8;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.35;0.05;25.0;30162.0;9.0;0.425274928528981;941.2;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.4;0.05;25.0;30162.0;9.0;0.425274928528981;935.2;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.45;0.05;25.0;30162.0;9.0;0.425274928528981;949.8;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.5;0.05;25.0;30162.0;9.0;0.425274928528981;930.0;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.1;0.0;0.05;25.0;30162.0;9.0;0.3423882337740666;1235.0;0.0;0.0;0.003822924019569965;0.003822924019569965
Adult;Loss;25-anonymity;RGR;0.1;0.05;0.05;25.0;30162.0;9.0;0.3423882337740666;1258.0;0.0;0.0;0.003822924019569965;0.003822924019569965
Adult;Loss;25-anonymity;RGR;0.1;0.1;0.05;25.0;30162.0;9.0;0.3423882337740666;1259.8;0.0;0.0;0.003822924019569965;0.003822924019569965
Adult;Loss;25-anonymity;RGR;0.1;0.15;0.05;25.0;30162.0;9.0;0.3423882337740666;1216.8;0.0;0.0;0.003822924019569965;0.003822924019569965
Adult;Loss;25-anonymity;RGR;0.1;0.2;0.05;25.0;30162.0;9.0;0.3423882337740666;1274.2;0.0;0.0;0.003822924019569965;0.003822924019569965
Adult;Loss;25-anonymity;RGR;0.1;0.25;0.05;25.0;30162.0;9.0;0.34366627698962005;1337.0;0.0;0.0;0.003107797057307993;0.003107797057307993
Adult;Loss;25-anonymity;RGR;0.1;0.3;0.05;25.0;30162.0;9.0;0.34366627698962005;1313.8;0.0;0.0;0.003107797057307993;0.003107797057307993
Adult;Loss;25-anonymity;RGR;0.1;0.35;0.05;25.0;30162.0;9.0;0.34366627698962005;1321.8;0.0;0.0;0.003107797057307993;0.003107797057307993
Adult;Loss;25-anonymity;RGR;0.1;0.4;0.05;25.0;30162.0;9.0;0.34366627698962005;1337.4;0.0;0.0;0.003107797057307993;0.003107797057307993
Adult;Loss;25-anonymity;RGR;0.1;0.45;0.05;25.0;30162.0;9.0;0.34366627698962005;1345.6;0.0;0.0;0.003107797057307993;0.003107797057307993
Adult;Loss;25-anonymity;RGR;0.1;0.5;0.05;25.0;30162.0;9.0;0.34366627698962005;1341.2;0.0;0.0;0.003107797057307993;0.003107797057307993
Adult;Loss;25-anonymity;RGR;0.2;0.0;0.05;25.0;30162.0;9.0;0.2565518726220214;1329.6;20.0;6.630860022544924E-4;0.008243463798134378;0.008143274986902602
Adult;Loss;25-anonymity;RGR;0.2;0.05;0.05;25.0;30162.0;9.0;0.2565518726220214;1444.8;20.0;6.630860022544924E-4;0.008243463798134378;0.008143274986902602
Adult;Loss;25-anonymity;RGR;0.2;0.1;0.05;25.0;30162.0;9.0;0.2565518726220214;1517.4;20.0;6.630860022544924E-4;0.008243463798134378;0.008143274986902602
Adult;Loss;25-anonymity;RGR;0.2;0.15;0.05;25.0;30162.0;9.0;0.2565518726220214;1617.4;20.0;6.630860022544924E-4;0.008243463798134378;0.008143274986902602
Adult;Loss;25-anonymity;RGR;0.2;0.2;0.05;25.0;30162.0;9.0;0.2565518726220214;1704.8;20.0;6.630860022544924E-4;0.008243463798134378;0.008143274986902602
Adult;Loss;25-anonymity;RGR;0.2;0.25;0.05;25.0;30162.0;9.0;0.2565518726220214;1721.4;20.0;6.630860022544924E-4;0.008243463798134378;0.008143274986902602
Adult;Loss;25-anonymity;RGR;0.2;0.3;0.05;25.0;30162.0;9.0;0.257514468744776;1833.2;51.0;0.0016908693057489557;0.008115411835709456;0.00785860430019413
Adult;Loss;25-anonymity;RGR;0.2;0.35;0.05;25.0;30162.0;9.0;0.257514468744776;1953.4;51.0;0.0016908693057489557;0.008115411835709456;0.00785860430019413
Adult;Loss;25-anonymity;RGR;0.2;0.4;0.05;25.0;30162.0;9.0;0.257514468744776;2083.6;51.0;0.0016908693057489557;0.008115411835709456;0.00785860430019413
Adult;Loss;25-anonymity;RGR;0.2;0.45;0.05;25.0;30162.0;9.0;0.3071471113862099;2013.2;7.0;2.3208010078907233E-4;0.008151944515725075;0.008118704413761264
Adult;Loss;25-anonymity;RGR;0.2;0.5;0.05;25.0;30162.0;9.0;0.3071471113862099;2074.6;7.0;2.3208010078907233E-4;0.008151944515725075;0.008118704413761264
Adult;Loss;25-anonymity;RGR;0.3;0.0;0.05;25.0;30162.0;9.0;0.2223363449093559;1387.4;32.0;0.0010609376036071877;0.015790546387595285;0.015620167143543948
Adult;Loss;25-anonymity;RGR;0.3;0.05;0.05;25.0;30162.0;9.0;0.2223363449093559;1549.6;32.0;0.0010609376036071877;0.015790546387595285;0.015620167143543948
Adult;Loss;25-anonymity;RGR;0.3;0.1;0.05;25.0;30162.0;9.0;0.22213894823846764;1687.8;5.0;1.657715005636231E-4;0.015440588231509983;0.015413884567396126
Adult;Loss;25-anonymity;RGR;0.3;0.15;0.05;25.0;30162.0;9.0;0.22213894823846764;1903.2;5.0;1.657715005636231E-4;0.015440588231509983;0.015413884567396126
Adult;Loss;25-anonymity;RGR;0.3;0.2;0.05;25.0;30162.0;9.0;0.22213894823846764;2218.4;5.0;1.657715005636231E-4;0.015440588231509983;0.015413884567396126
Adult;Loss;25-anonymity;RGR;0.3;0.25;0.05;25.0;30162.0;9.0;0.2312931501651149;2368.0;21.0;6.962403023672171E-4;0.011060432370094332;0.010940814032456222
Adult;Loss;25-anonymity;RGR;0.3;0.3;0.05;25.0;30162.0;9.0;0.2312931501651149;2556.0;21.0;6.962403023672171E-4;0.011060432370094332;0.010940814032456222
Adult;Loss;25-anonymity;RGR;0.3;0.35;0.05;25.0;30162.0;9.0;0.2312931501651149;2795.0;21.0;6.962403023672171E-4;0.011060432370094332;0.010940814032456222
Adult;Loss;25-anonymity;RGR;0.3;0.4;0.05;25.0;30162.0;9.0;0.2574347459132149;2684.4;12.0;3.9785160135269546E-4;0.008079569698173798;0.008019261959081148
Adult;Loss;25-anonymity;RGR;0.3;0.45;0.05;25.0;30162.0;9.0;0.3071826111064626;2725.4;9.0;2.9838870101452157E-4;0.008136445756192583;0.00809368967050686
Adult;Loss;25-anonymity;RGR;0.3;0.5;0.05;25.0;30162.0;9.0;0.3071217658536429;2720.6;9.0;2.9838870101452157E-4;0.00816600232263689;0.008123258323116425
Adult;Loss;25-anonymity;RGR;0.999;0.0;0.05;25.0;30162.0;9.0;0.13469311236456794;56947.0;34.0;0.0011272462038326371;0.02737164565628233;0.027106042460612968
Adult;Loss;25-anonymity;RGR;0.999;0.05;0.05;25.0;30162.0;9.0;0.13563206120877727;192597.8;28.0;9.283204031562893E-4;0.025176089517235205;0.024958006070707448
Adult;Loss;25-anonymity;RGR;0.999;0.1;0.05;25.0;30162.0;9.0;0.16171891927876353;262955.6;16.0;5.304688018035939E-4;0.015666846187712205;0.015551024863414926
Adult;Loss;25-anonymity;RGR;0.999;0.15;0.05;25.0;30162.0;9.0;0.19308706720225147;26202.8;10.0;3.315430011272462E-4;0.01323973358253699;0.013175009297163406
Adult;Loss;25-anonymity;RGR;0.999;0.2;0.05;25.0;30162.0;9.0;0.22021884937425146;9354.4;0.0;0.0;0.01006407401824383;0.01006407401824383
Adult;Loss;25-anonymity;RGR;0.999;0.25;0.05;25.0;30162.0;9.0;0.22128563684930339;9046.4;9.0;2.9838870101452157E-4;0.010210523724246558;0.010157000032351267
Adult;Loss;25-anonymity;RGR;0.999;0.3;0.05;25.0;30162.0;9.0;0.23074549643147688;9040.4;5.0;1.657715005636231E-4;0.011009792472327588;0.010981308016029884
Adult;Loss;25-anonymity;RGR;0.999;0.35;0.05;25.0;30162.0;9.0;0.2309504368474841;9438.8;27.0;8.951661030435648E-4;0.011041009363887945;0.010887084038094824
Adult;Loss;25-anonymity;RGR;0.999;0.4;0.05;25.0;30162.0;9.0;0.25731509877631004;8795.4;22.0;7.293946024799417E-4;0.008050284524053878;0.007939580779820274
Adult;Loss;25-anonymity;RGR;0.999;0.45;0.05;25.0;30162.0;9.0;0.3071826111064626;8021.2;9.0;2.9838870101452157E-4;0.008136445756192583;0.00809368967050686
Adult;Loss;25-anonymity;RGR;0.999;0.5;0.05;25.0;30162.0;9.0;0.3071217658536429;7922.8;9.0;2.9838870101452157E-4;0.00816600232263689;0.008123258323116425
Cup;Loss;25-anonymity;RGR;0.05;0.0;0.05;25.0;63441.0;8.0;0.20630625150559406;7969.4;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.05;0.05;25.0;63441.0;8.0;0.20630625150559406;7611.4;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.1;0.05;25.0;63441.0;8.0;0.20630625150559406;7922.4;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.15;0.05;25.0;63441.0;8.0;0.20630625150559406;7980.8;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.2;0.05;25.0;63441.0;8.0;0.20630625150559406;8052.0;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.25;0.05;25.0;63441.0;8.0;0.20630625150559406;7543.8;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.3;0.05;25.0;63441.0;8.0;0.20630625150559406;7736.6;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.35;0.05;25.0;63441.0;8.0;0.20630625150559406;7869.6;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.4;0.05;25.0;63441.0;8.0;0.20630625150559406;7971.2;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.45;0.05;25.0;63441.0;8.0;0.20630625150559406;8084.6;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.5;0.05;25.0;63441.0;8.0;0.20630625150559406;7823.4;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.1;0.0;0.05;25.0;63441.0;8.0;0.1715167800210165;7881.2;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.05;0.05;25.0;63441.0;8.0;0.1715167800210165;8098.8;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.1;0.05;25.0;63441.0;8.0;0.1715167800210165;8231.6;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.15;0.05;25.0;63441.0;8.0;0.1715167800210165;8758.2;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.2;0.05;25.0;63441.0;8.0;0.1715167800210165;8576.2;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.25;0.05;25.0;63441.0;8.0;0.1715167800210165;8410.0;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.3;0.05;25.0;63441.0;8.0;0.1715167800210165;8204.0;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.35;0.05;25.0;63441.0;8.0;0.1715167800210165;8444.6;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.4;0.05;25.0;63441.0;8.0;0.1715167800210165;8550.6;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.45;0.05;25.0;63441.0;8.0;0.1715167800210165;8550.4;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.1;0.5;0.05;25.0;63441.0;8.0;0.1715167800210165;8531.2;23.0;3.625415740609385E-4;0.002346623704724484;0.002278613656863882
Cup;Loss;25-anonymity;RGR;0.2;0.0;0.05;25.0;63441.0;8.0;0.15809699473066843;9151.6;12.0;1.891521255970114E-4;0.009849502649825679;0.009813074248945994
Cup;Loss;25-anonymity;RGR;0.2;0.05;0.05;25.0;63441.0;8.0;0.15809699473066843;9131.2;12.0;1.891521255970114E-4;0.009849502649825679;0.009813074248945994
Cup;Loss;25-anonymity;RGR;0.2;0.1;0.05;25.0;63441.0;8.0;0.15809699473066843;9375.0;12.0;1.891521255970114E-4;0.009849502649825679;0.009813074248945994
