;;;;;;K;Records;QIs;Utility;Runtime;Suppressed;SuppressedRatio;Variance;VarianceWithoutSuppressed
Dataset;UtilityMeasure;PrivacyModel;Algorithm;SuppressionLimit;gsFactor;Value;Value;Value;Value;Value;Value;Value;Value;Value
Adult;Loss;5-anonymity;Tassa & Goldberger;0.0;0.5;5.0;28000.0;9.0;0.0716455003115278;137896.6;0.0;0.0;0.021845047571804867;0.021845047571804867
Adult;Loss;5-anonymity;Tassa & Goldberger;0.0;0.5;5.0;29000.0;9.0;0.07033619795137208;148015.2;0.0;0.0;0.02163223119063447;0.02163223119063447
Adult;Loss;5-anonymity;Tassa & Goldberger;0.0;0.5;5.0;30000.0;9.0;0.06989184114684731;162839.6;0.0;0.0;0.02172668019118784;0.02172668019118784
Fars;Loss;5-anonymity;RGR;0.05;0.5;5.0;100937.0;8.0;0.13829640662455123;4364.8;10.0;9.907169818797864E-5;0.002230764262934871;0.002203675380507682
Fars;Loss;5-anonymity;RGR;0.1;0.5;5.0;100937.0;8.0;0.11986662562664148;5019.0;3.0;2.972150945639359E-5;0.0034762525407276697;0.0034676304070152876
Fars;Loss;5-anonymity;RGR;0.2;0.5;5.0;100937.0;8.0;0.11984116101273887;7101.2;1.0;9.907169818797864E-6;0.003437085853099186;0.003434209755748021
Fars;Loss;5-anonymity;RGR;0.3;0.5;5.0;100937.0;8.0;0.11984116101273887;9283.0;1.0;9.907169818797864E-6;0.003437085853099186;0.003434209755748021
Fars;Loss;5-anonymity;RGR;0.999;0.5;5.0;100937.0;8.0;0.11984116101273887;23123.6;1.0;9.907169818797864E-6;0.003437085853099186;0.003434209755748021
Atus;Loss;5-anonymity;RGR;0.05;0.5;5.0;539253.0;9.0;0.06942824100757909;16254.2;0.0;0.0;0.009347078698617716;0.009347078698617716
Atus;Loss;5-anonymity;RGR;0.1;0.5;5.0;539253.0;9.0;0.06891218811411318;19391.0;0.0;0.0;0.008867966182899688;0.008867966182899688
Atus;Loss;5-anonymity;RGR;0.2;0.5;5.0;539253.0;9.0;0.06891218811411318;26496.4;0.0;0.0;0.008867966182899688;0.008867966182899688
Atus;Loss;5-anonymity;RGR;0.3;0.5;5.0;539253.0;9.0;0.06891218811411318;29845.0;0.0;0.0;0.008867966182899688;0.008867966182899688
Atus;Loss;5-anonymity;RGR;0.999;0.5;5.0;539253.0;9.0;0.06891218811411318;71449.8;0.0;0.0;0.008867966182899688;0.008867966182899688
Ihis;Loss;5-anonymity;RGR;0.05;0.5;5.0;1193504.0;9.0;0.11891057302031041;73471.0;0.0;0.0;0.003052113887789173;0.003052113887789173
Ihis;Loss;5-anonymity;RGR;0.1;0.5;5.0;1193504.0;9.0;0.09587556188195728;98539.6;0.0;0.0;0.004620427018923555;0.004620427018923555
Ihis;Loss;5-anonymity;RGR;0.2;0.5;5.0;1193504.0;9.0;0.09587556188195728;149466.6;0.0;0.0;0.004620427018923555;0.004620427018923555
Ihis;Loss;5-anonymity;RGR;0.3;0.5;5.0;1193504.0;9.0;0.09587556188195728;207553.0;0.0;0.0;0.004620427018923555;0.004620427018923555
Ihis;Loss;5-anonymity;RGR;0.999;0.5;5.0;1193504.0;9.0;0.09587556188195728;368459.4;0.0;0.0;0.004620427018923555;0.004620427018923555
Fars;Loss;10-anonymity;RGR;0.05;0.5;10.0;100937.0;8.0;0.1756974566329641;4608.0;4.0;3.9628679275191455E-5;0.004284737427696989;0.004275158691299939
Fars;Loss;10-anonymity;RGR;0.1;0.5;10.0;100937.0;8.0;0.16504452861217292;5096.4;2.0;1.9814339637595727E-5;0.0024557945948427673;0.002450623855349477
Fars;Loss;10-anonymity;RGR;0.2;0.5;10.0;100937.0;8.0;0.16498915423847488;6229.8;4.0;3.9628679275191455E-5;0.0024585754799577282;0.0024482337663420083
Fars;Loss;10-anonymity;RGR;0.3;0.5;10.0;100937.0;8.0;0.1649639646386496;7574.4;8.0;7.925735855038291E-5;0.0024494446526936806;0.002428758155265622
Fars;Loss;10-anonymity;RGR;0.999;0.5;10.0;100937.0;8.0;0.1649063309936578;25948.4;0.0;0.0;0.002429063030882409;0.002429063030882409
Atus;Loss;10-anonymity;RGR;0.05;0.5;10.0;539253.0;9.0;0.09886587367029401;18566.8;0.0;0.0;0.003997509317587838;0.003997509317587838
Atus;Loss;10-anonymity;RGR;0.1;0.5;10.0;539253.0;9.0;0.08169934651628251;23612.6;4.0;7.4176685155205445E-6;0.009079027686131662;0.009077257821873031
Atus;Loss;10-anonymity;RGR;0.2;0.5;10.0;539253.0;9.0;0.08157396622704251;33280.6;2.0;3.7088342577602722E-6;0.009080102675850993;0.009079217571892922
Atus;Loss;10-anonymity;RGR;0.3;0.5;10.0;539253.0;9.0;0.08157396622704251;39376.2;2.0;3.7088342577602722E-6;0.009080102675850993;0.009079217571892922
Atus;Loss;10-anonymity;RGR;0.999;0.5;10.0;539253.0;9.0;0.08157396622704251;105259.4;2.0;3.7088342577602722E-6;0.009080102675850993;0.009079217571892922
Ihis;Loss;10-anonymity;RGR;0.05;0.5;10.0;1193504.0;9.0;0.1600511925167302;74786.2;0.0;0.0;0.0014377291688567088;0.0014377291688567088
Ihis;Loss;10-anonymity;RGR;0.1;0.5;10.0;1193504.0;9.0;0.16002160198798998;86419.8;4.0;3.3514759900260073E-6;0.0014274847826344717;0.001426688718818795
Ihis;Loss;10-anonymity;RGR;0.2;0.5;10.0;1193504.0;9.0;0.16002160198798998;123682.6;4.0;3.3514759900260073E-6;0.0014274847826344717;0.001426688718818795
Ihis;Loss;10-anonymity;RGR;0.3;0.5;10.0;1193504.0;9.0;0.16002160198798998;160333.4;4.0;3.3514759900260073E-6;0.0014274847826344717;0.001426688718818795
Ihis;Loss;10-anonymity;RGR;0.999;0.5;10.0;1193504.0;9.0;0.16002160198798998;328129.0;4.0;3.3514759900260073E-6;0.0014274847826344717;0.001426688718818795
Fars;Loss;25-anonymity;RGR;0.05;0.5;25.0;100937.0;8.0;0.22427827881136692;4566.2;9.0;8.916452836918078E-5;0.0037484318182768204;0.0037295129467396957
Fars;Loss;25-anonymity;RGR;0.1;0.5;25.0;100937.0;8.0;0.19941230158141895;4911.0;3.0;2.972150945639359E-5;0.005231599744735799;0.005224777147663578
Fars;Loss;25-anonymity;RGR;0.2;0.5;25.0;100937.0;8.0;0.19729279361447816;5429.8;8.0;7.925735855038291E-5;0.003313765223445068;0.003295221520626691
Fars;Loss;25-anonymity;RGR;0.3;0.5;25.0;100937.0;8.0;0.19727617316330354;6154.6;12.0;1.1888603782557436E-4;0.0033041207820337566;0.003276300280092288
Fars;Loss;25-anonymity;RGR;0.999;0.5;25.0;100937.0;8.0;0.19727617316330354;28998.8;12.0;1.1888603782557436E-4;0.0033041207820337566;0.003276300280092288
Atus;Loss;25-anonymity;RGR;0.05;0.5;25.0;539253.0;9.0;0.15236845807377164;23731.0;24.0;4.4506011093123264E-5;0.006189312441055282;0.0061815163121696215
Atus;Loss;25-anonymity;RGR;0.1;0.5;25.0;539253.0;9.0;0.100915561223997;29180.8;0.0;0.0;0.007809299359988376;0.007809299359988376
Atus;Loss;25-anonymity;RGR;0.2;0.5;25.0;539253.0;9.0;0.10087881736234536;43498.6;2.0;3.7088342577602722E-6;0.0078000335270784005;0.007799215875076408
Atus;Loss;25-anonymity;RGR;0.3;0.5;25.0;539253.0;9.0;0.1008781634107619;52365.6;12.0;2.2253005546561632E-5;0.007813635913665835;0.007808730318408995
Atus;Loss;25-anonymity;RGR;0.999;0.5;25.0;539253.0;9.0;0.1008781634107619;147777.0;12.0;2.2253005546561632E-5;0.007813635913665835;0.007808730318408995
Ihis;Loss;25-anonymity;RGR;0.05;0.5;25.0;1193504.0;9.0;0.19013281899645318;80202.4;0.0;0.0;0.0021212416428640535;0.0021212416428640535
Ihis;Loss;25-anonymity;RGR;0.1;0.5;25.0;1193504.0;9.0;0.1668352554532916;86672.0;0.0;0.0;0.0028887343424765823;0.0028887343424765823
Ihis;Loss;25-anonymity;RGR;0.2;0.5;25.0;1193504.0;9.0;0.1668352554532916;111566.4;0.0;0.0;0.0028887343424765823;0.0028887343424765823
Ihis;Loss;25-anonymity;RGR;0.3;0.5;25.0;1193504.0;9.0;0.1668352554532916;149778.2;0.0;0.0;0.0028887343424765823;0.0028887343424765823
Ihis;Loss;25-anonymity;RGR;0.999;0.5;25.0;1193504.0;9.0;0.1668352554532916;423045.6;0.0;0.0;0.0028887343424765823;0.0028887343424765823
Fars;Loss;50-anonymity;RGR;0.05;0.5;50.0;100937.0;8.0;0.288733730587373;4009.4;8.0;7.925735855038291E-5;0.0061551200238969895;0.006138946853944739
Fars;Loss;50-anonymity;RGR;0.1;0.5;50.0;100937.0;8.0;0.2335377401301705;4681.2;13.0;1.2879320764437222E-4;0.005618746266840326;0.005592259387872554
Fars;Loss;50-anonymity;RGR;0.2;0.5;50.0;100937.0;8.0;0.23012906820536544;4946.4;0.0;0.0;0.004031881048938534;0.004031881048938534
Fars;Loss;50-anonymity;RGR;0.3;0.5;50.0;100937.0;8.0;0.23012906820536544;5592.8;0.0;0.0;0.004031881048938534;0.004031881048938534
Fars;Loss;50-anonymity;RGR;0.999;0.5;50.0;100937.0;8.0;0.23012906820536544;32348.6;0.0;0.0;0.004031881048938534;0.004031881048938534
Atus;Loss;50-anonymity;RGR;0.05;0.5;50.0;539253.0;9.0;0.20407943215433516;23186.0;28.0;5.1923679608643806E-5;0.006292773066850673;0.00628461643968615
Atus;Loss;50-anonymity;RGR;0.1;0.5;50.0;539253.0;9.0;0.14061675137675766;27872.6;18.0;3.337950831984245E-5;0.00749423620299008;0.007487741003223404
Atus;Loss;50-anonymity;RGR;0.2;0.5;50.0;539253.0;9.0;0.12297669512471757;47585.4;21.0;3.8942759706482856E-5;0.00984874123257691;0.009840741056115548
Atus;Loss;50-anonymity;RGR;0.3;0.5;50.0;539253.0;9.0;0.1229731174321979;62153.8;32.0;5.9341348124164356E-5;0.009845983959378676;0.009833792377647364
Atus;Loss;50-anonymity;RGR;0.999;0.5;50.0;539253.0;9.0;0.12296654270472654;172096.8;49.0;9.086643931512667E-5;0.009845565131543487;0.009826895521970783
Ihis;Loss;50-anonymity;RGR;0.05;0.5;50.0;1193504.0;9.0;0.22468169681965025;77093.2;0.0;0.0;0.0014819365922864288;0.0014819365922864288
Ihis;Loss;50-anonymity;RGR;0.1;0.5;50.0;1193504.0;9.0;0.19677685652641616;87401.8;47.0;3.937984288280559E-5;0.003504755737189819;0.0034967162275378544
Ihis;Loss;50-anonymity;RGR;0.2;0.5;50.0;1193504.0;9.0;0.19677685652641616;112720.2;47.0;3.937984288280559E-5;0.003504755737189819;0.0034967162275378544
Ihis;Loss;50-anonymity;RGR;0.3;0.5;50.0;1193504.0;9.0;0.19677685652641616;139414.0;47.0;3.937984288280559E-5;0.003504755737189819;0.0034967162275378544
Ihis;Loss;50-anonymity;RGR;0.999;0.5;50.0;1193504.0;9.0;0.19677685652641616;456132.4;47.0;3.937984288280559E-5;0.003504755737189819;0.0034967162275378544
