;;;;;;Privacy Strength;Records;QIs;Utility;Runtime;Suppressed;Suppressed Ratio;Variance;Variance (not suppressed)
Dataset;UtilityMeasure;PrivacyModel;Algorithm;Suppression Limit;Suppression Weight;Value;Value;Value;Value;Value;Value;Value;Value;Value
Adult;Loss;5-anonymity;RGR;0.2;0.05;5.0;30162.0;9.0;0.14355218423448368;1604.8;1.0;3.315430011272462E-5;0.011296116524283717;0.011288640994857192
Adult;Loss;5-anonymity;RGR;0.2;0.05;5.0;30162.0;9.0;0.14355218423448368;1645.2;1.0;3.315430011272462E-5;Infinity;0.011288640994857192
Adult;Loss;5-anonymity;RGR;0.2;0.05;5.0;30162.0;9.0;0.14355218423448368;1554.0;1.0;3.315430011272462E-5;0.011296116524283717;Infinity
Adult;Loss;5-anonymity;RGR;0.2;0.05;5.0;30162.0;9.0;0.14355218423448368;1541.6;1.0;3.315430011272462E-5;Infinity;0.011288640994857192
Adult;Loss;5-anonymity;RGR;0.2;0.05;5.0;30162.0;9.0;0.14355218423448368;1573.4;1.0;3.315430011272462E-5;Infinity;0.011288640994857192
