;;;;;;Privacy Strength;Records;QIs;Utility;Runtime;Suppressed;Suppressed Ratio;Variance;Variance (not suppressed)
Dataset;UtilityMeasure;PrivacyModel;Algorithm;Suppression Limit;Suppression Weight;Value;Value;Value;Value;Value;Value;Value;Value;Value
Adult;Loss;10-anonymity;RGR;0.05;0.45;10.0;30162.0;9.0;0.3279955017685254;1397.8;0.0;0.0;0.002178359587940565;0.002178359587940565
Adult;Loss;10-anonymity;RGR;0.05;0.5;10.0;30162.0;9.0;0.3279955017685254;1410.8;0.0;0.0;0.002178359587940565;0.002178359587940565
Adult;Loss;10-anonymity;RGR;0.1;0.0;10.0;30162.0;9.0;0.26601813226800924;1495.6;0.0;0.0;0.004371791179997593;0.004371791179997593
Adult;Loss;10-anonymity;RGR;0.1;0.05;10.0;30162.0;9.0;0.26601813226800924;1536.6;0.0;0.0;0.004371791179997593;0.004371791179997593
Adult;Loss;10-anonymity;RGR;0.1;0.1;10.0;30162.0;9.0;0.26601813226800924;1706.2;0.0;0.0;0.004371791179997593;0.004371791179997593
Adult;Loss;10-anonymity;RGR;0.1;0.15;10.0;30162.0;9.0;0.26601813226800924;1695.8;0.0;0.0;0.004371791179997593;0.004371791179997593
Adult;Loss;10-anonymity;RGR;0.1;0.2;10.0;30162.0;9.0;0.26601813226800924;1707.6;0.0;0.0;0.004371791179997593;0.004371791179997593
Adult;Loss;10-anonymity;RGR;0.1;0.25;10.0;30162.0;9.0;0.26601813226800924;1801.2;0.0;0.0;0.004371791179997593;0.004371791179997593
Adult;Loss;10-anonymity;RGR;0.1;0.3;10.0;30162.0;9.0;0.26601813226800924;1802.8;0.0;0.0;0.004371791179997593;0.004371791179997593
Adult;Loss;10-anonymity;RGR;0.1;0.35;10.0;30162.0;9.0;0.26491053964671146;1844.6;1.0;3.315430011272462E-5;0.0037581384654033897;0.00375374414467268
Adult;Loss;10-anonymity;RGR;0.1;0.4;10.0;30162.0;9.0;0.26491053964671146;1798.2;1.0;3.315430011272462E-5;0.0037581384654033897;0.00375374414467268
Adult;Loss;10-anonymity;RGR;0.1;0.45;10.0;30162.0;9.0;0.2671190498438023;1835.4;11.0;3.6469730123997083E-4;0.0031066288168742507;0.0030575361310624513
Adult;Loss;10-anonymity;RGR;0.1;0.5;10.0;30162.0;9.0;0.2671190498438023;1892.4;11.0;3.6469730123997083E-4;0.0031066288168742507;0.0030575361310624513
Adult;Loss;10-anonymity;RGR;0.2;0.0;10.0;30162.0;9.0;0.20441149530767394;1416.8;3.0;9.946290033817386E-5;0.011789158866828624;0.011771757556509447
Adult;Loss;10-anonymity;RGR;0.2;0.05;10.0;30162.0;9.0;0.19571130259157432;1584.6;4.0;1.3261720045089847E-4;0.008098548873250382;0.008074011768525128
Adult;Loss;10-anonymity;RGR;0.2;0.1;10.0;30162.0;9.0;0.19571130259157432;1624.8;4.0;1.3261720045089847E-4;0.008098548873250382;0.008074011768525128
Adult;Loss;10-anonymity;RGR;0.2;0.15;10.0;30162.0;9.0;0.19571130259157432;1792.8;4.0;1.3261720045089847E-4;0.008098548873250382;0.008074011768525128
Adult;Loss;10-anonymity;RGR;0.2;0.2;10.0;30162.0;9.0;0.19630179722975633;2005.8;2.0;6.630860022544923E-5;0.007906191714560381;0.00789388594685574
Adult;Loss;10-anonymity;RGR;0.2;0.25;10.0;30162.0;9.0;0.19630179722975633;2165.8;2.0;6.630860022544923E-5;0.007906191714560381;0.00789388594685574
Adult;Loss;10-anonymity;RGR;0.2;0.3;10.0;30162.0;9.0;0.19992195710521385;2397.6;0.0;0.0;0.007422472731903539;0.007422472731903539
Adult;Loss;10-anonymity;RGR;0.2;0.35;10.0;30162.0;9.0;0.19992195710521385;2601.6;0.0;0.0;0.007422472731903539;0.007422472731903539
Adult;Loss;10-anonymity;RGR;0.2;0.4;10.0;30162.0;9.0;0.19992195710521385;2761.6;0.0;0.0;0.007422472731903539;0.007422472731903539
Adult;Loss;10-anonymity;RGR;0.2;0.45;10.0;30162.0;9.0;0.232031386347959;2786.6;3.0;9.946290033817386E-5;0.004680801609462054;0.004664563206002444
Adult;Loss;10-anonymity;RGR;0.2;0.5;10.0;30162.0;9.0;0.232031386347959;2933.2;3.0;9.946290033817386E-5;0.004680801609462054;0.004664563206002444
Adult;Loss;10-anonymity;RGR;0.3;0.0;10.0;30162.0;9.0;0.15887793525145238;1677.2;2.0;6.630860022544923E-5;0.014037889626187969;0.014023709279298817
Adult;Loss;10-anonymity;RGR;0.3;0.05;10.0;30162.0;9.0;0.15887793525145238;1790.4;2.0;6.630860022544923E-5;0.014037889626187969;0.014023709279298817
Adult;Loss;10-anonymity;RGR;0.3;0.1;10.0;30162.0;9.0;0.15887793525145238;2184.4;2.0;6.630860022544923E-5;0.014037889626187969;0.014023709279298817
Adult;Loss;10-anonymity;RGR;0.3;0.15;10.0;30162.0;9.0;0.1597013393785168;2616.0;8.0;2.6523440090179694E-4;0.013427359199186133;0.013370271591959835
Adult;Loss;10-anonymity;RGR;0.3;0.2;10.0;30162.0;9.0;0.17482095319091287;2839.0;7.0;2.3208010078907233E-4;0.010672777124439991;0.01062405069720818
Adult;Loss;10-anonymity;RGR;0.3;0.25;10.0;30162.0;9.0;0.17482095319091287;3271.2;7.0;2.3208010078907233E-4;0.010672777124439991;0.01062405069720818
Adult;Loss;10-anonymity;RGR;0.3;0.3;10.0;30162.0;9.0;0.19478504266807722;3300.0;7.0;2.3208010078907233E-4;0.010994539809909136;0.010952985694207414
Adult;Loss;10-anonymity;RGR;0.3;0.35;10.0;30162.0;9.0;0.19968270685017234;3582.0;0.0;0.0;0.00733854733816776;0.00733854733816776
Adult;Loss;10-anonymity;RGR;0.3;0.4;10.0;30162.0;9.0;0.19992195710521385;3732.4;0.0;0.0;0.007422472731903539;0.007422472731903539
Adult;Loss;10-anonymity;RGR;0.3;0.45;10.0;30162.0;9.0;0.23200628522798722;3934.0;5.0;1.657715005636231E-4;0.004666775445480588;0.004639701161606857
Adult;Loss;10-anonymity;RGR;0.3;0.5;10.0;30162.0;9.0;0.23200628522798722;4163.0;5.0;1.657715005636231E-4;0.004666775445480588;0.004639701161606857
Adult;Loss;10-anonymity;RGR;1.0;0.0;10.0;30162.0;9.0;0.1275409320469325;17483.8;2.0;6.630860022544923E-5;0.02875619560155643;0.028741152245822237
Adult;Loss;10-anonymity;RGR;1.0;0.05;10.0;30162.0;9.0;0.13014444950596557;17086.4;2.0;6.630860022544923E-5;0.024790006018104705;0.024774891789960257
Adult;Loss;10-anonymity;RGR;1.0;0.1;10.0;30162.0;9.0;0.14423911636895834;17278.6;0.0;0.0;0.020759683299586423;0.020759683299586423
Adult;Loss;10-anonymity;RGR;1.0;0.15;10.0;30162.0;9.0;0.1603571984033609;13975.6;2.0;6.630860022544923E-5;0.01378044954435486;0.013766243280933411
Adult;Loss;10-anonymity;RGR;1.0;0.2;10.0;30162.0;9.0;0.16826063382240544;13430.6;2.0;6.630860022544923E-5;0.011495146321945288;0.011481374480464901
Adult;Loss;10-anonymity;RGR;1.0;0.25;10.0;30162.0;9.0;0.17482095319091287;10954.8;7.0;2.3208010078907233E-4;0.010672777124439991;0.01062405069720818
Adult;Loss;10-anonymity;RGR;1.0;0.3;10.0;30162.0;9.0;0.19509142107651573;9953.4;0.0;0.0;0.011063142273226394;0.011063142273226394
Adult;Loss;10-anonymity;RGR;1.0;0.35;10.0;30162.0;9.0;0.19992195710521385;9988.8;0.0;0.0;0.007422472731903539;0.007422472731903539
Adult;Loss;10-anonymity;RGR;1.0;0.4;10.0;30162.0;9.0;0.19992195710521385;10216.6;0.0;0.0;0.007422472731903539;0.007422472731903539
Adult;Loss;10-anonymity;RGR;1.0;0.45;10.0;30162.0;9.0;0.23200628522798722;9481.2;5.0;1.657715005636231E-4;0.004666775445480588;0.004639701161606857
Adult;Loss;10-anonymity;RGR;1.0;0.5;10.0;30162.0;9.0;0.23200628522798722;9581.4;5.0;1.657715005636231E-4;0.004666775445480588;0.004639701161606857
Cup;Loss;10-anonymity;RGR;0.05;0.0;10.0;63441.0;8.0;0.15657707491961817;9627.6;4.0;6.305070853233713E-5;0.00253266640532942;0.002520236328487791
Cup;Loss;10-anonymity;RGR;0.05;0.05;10.0;63441.0;8.0;0.15657707491961817;9487.4;4.0;6.305070853233713E-5;0.00253266640532942;0.002520236328487791
Cup;Loss;10-anonymity;RGR;0.05;0.1;10.0;63441.0;8.0;0.15650366023406556;9438.4;4.0;6.305070853233713E-5;0.002504472413004691;0.0024920673357209564
Cup;Loss;10-anonymity;RGR;0.05;0.15;10.0;63441.0;8.0;0.15650366023406556;10060.6;4.0;6.305070853233713E-5;0.002504472413004691;0.0024920673357209564
Cup;Loss;10-anonymity;RGR;0.05;0.2;10.0;63441.0;8.0;0.15650366023406556;9626.8;4.0;6.305070853233713E-5;0.002504472413004691;0.0024920673357209564
Cup;Loss;10-anonymity;RGR;0.05;0.25;10.0;63441.0;8.0;0.15650366023406556;9833.8;4.0;6.305070853233713E-5;0.002504472413004691;0.0024920673357209564
Cup;Loss;10-anonymity;RGR;0.05;0.3;10.0;63441.0;8.0;0.15650366023406556;10411.6;4.0;6.305070853233713E-5;0.002504472413004691;0.0024920673357209564
Cup;Loss;10-anonymity;RGR;0.05;0.35;10.0;63441.0;8.0;0.15650366023406556;10125.8;4.0;6.305070853233713E-5;0.002504472413004691;0.0024920673357209564
Cup;Loss;10-anonymity;RGR;0.05;0.4;10.0;63441.0;8.0;0.1640595114527775;9727.4;4.0;6.305070853233713E-5;0.001463160760890588;0.0014512116745622966
Cup;Loss;10-anonymity;RGR;0.05;0.45;10.0;63441.0;8.0;0.1640595114527775;9480.8;4.0;6.305070853233713E-5;0.001463160760890588;0.0014512116745622966
Cup;Loss;10-anonymity;RGR;0.05;0.5;10.0;63441.0;8.0;0.1640595114527775;9420.4;4.0;6.305070853233713E-5;0.001463160760890588;0.0014512116745622966
Cup;Loss;10-anonymity;RGR;0.1;0.0;10.0;63441.0;8.0;0.13348238655312208;9586.4;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.05;10.0;63441.0;8.0;0.13348238655312208;9422.2;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.1;10.0;63441.0;8.0;0.13348238655312208;9547.0;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.15;10.0;63441.0;8.0;0.13348238655312208;9540.2;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.2;10.0;63441.0;8.0;0.13348238655312208;9834.4;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.25;10.0;63441.0;8.0;0.13348238655312208;9846.6;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.3;10.0;63441.0;8.0;0.13348238655312208;9541.4;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.35;10.0;63441.0;8.0;0.13348238655312208;10012.0;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.4;10.0;63441.0;8.0;0.13348238655312208;9902.8;3.0;4.728803139925285E-5;0.003089162615065249;0.0030784417918158767
Cup;Loss;10-anonymity;RGR;0.1;0.45;10.0;63441.0;8.0;0.13353601075666918;10742.0;2.0;3.1525354266168566E-5;0.002814256448612561;0.0028070852597200935
Cup;Loss;10-anonymity;RGR;0.1;0.5;10.0;63441.0;8.0;0.13353601075666918;10920.6;2.0;3.1525354266168566E-5;0.002814256448612561;0.0028070852597200935
Cup;Loss;10-anonymity;RGR;0.2;0.0;10.0;63441.0;8.0;0.12126036120197099;10033.2;7.0;1.1033873993158998E-4;0.007773243843439799;0.007748412547888323
Cup;Loss;10-anonymity;RGR;0.2;0.05;10.0;63441.0;8.0;0.12126036120197099;10149.2;7.0;1.1033873993158998E-4;0.007773243843439799;0.007748412547888323
Cup;Loss;10-anonymity;RGR;0.2;0.1;10.0;63441.0;8.0;0.12146309067160917;10157.0;7.0;1.1033873993158998E-4;0.007252344175853093;0.007226350444525586
Cup;Loss;10-anonymity;RGR;0.2;0.15;10.0;63441.0;8.0;0.12731889112093894;9488.0;2.0;3.1525354266168566E-5;0.0022829462570333695;0.0022758126129090914
Cup;Loss;10-anonymity;RGR;0.2;0.2;10.0;63441.0;8.0;0.12731889112093894;10075.8;2.0;3.1525354266168566E-5;0.0022829462570333695;0.0022758126129090914
Cup;Loss;10-anonymity;RGR;0.2;0.25;10.0;63441.0;8.0;0.12731889112093894;10327.6;2.0;3.1525354266168566E-5;0.0022829462570333695;0.0022758126129090914
Cup;Loss;10-anonymity;RGR;0.2;0.3;10.0;63441.0;8.0;0.12731889112093894;10669.8;2.0;3.1525354266168566E-5;0.0022829462570333695;0.0022758126129090914
Cup;Loss;10-anonymity;RGR;0.2;0.35;10.0;63441.0;8.0;0.12748083400413088;10838.2;1.0;1.5762677133084283E-5;0.0023155031366583457;0.0023119419189346025
Cup;Loss;10-anonymity;RGR;0.2;0.4;10.0;63441.0;8.0;0.12748083400413088;11250.6;1.0;1.5762677133084283E-5;0.0023155031366583457;0.0023119419189346025
Cup;Loss;10-anonymity;RGR;0.2;0.45;10.0;63441.0;8.0;0.13343547744486128;10445.4;9.0;1.4186409419775854E-4;0.002780667297552169;0.0027483663695288827
Cup;Loss;10-anonymity;RGR;0.2;0.5;10.0;63441.0;8.0;0.13343547744486128;11291.4;9.0;1.4186409419775854E-4;0.002780667297552169;0.0027483663695288827
Cup;Loss;10-anonymity;RGR;0.3;0.0;10.0;63441.0;8.0;0.11064131606115728;11961.6;2.0;3.1525354266168566E-5;0.00548803450267389;0.005480150812486097
Cup;Loss;10-anonymity;RGR;0.3;0.05;10.0;63441.0;8.0;0.11064131606115728;13040.4;2.0;3.1525354266168566E-5;0.00548803450267389;0.005480150812486097
Cup;Loss;10-anonymity;RGR;0.3;0.1;10.0;63441.0;8.0;0.1178158622483327;12725.0;9.0;1.4186409419775854E-4;0.005231247487464769;0.005197277730711133
Cup;Loss;10-anonymity;RGR;0.3;0.15;10.0;63441.0;8.0;0.12636658493605502;11933.0;4.0;6.305070853233713E-5;0.0020053358951532224;0.0019909527125761516
Cup;Loss;10-anonymity;RGR;0.3;0.2;10.0;63441.0;8.0;0.12654223249164442;11984.2;2.0;3.1525354266168566E-5;0.002068818776747769;0.0020616397893040454
Cup;Loss;10-anonymity;RGR;0.3;0.25;10.0;63441.0;8.0;0.12726331831585533;11788.4;8.0;1.2610141706467426E-4;0.0022712975120159186;0.0022427559506031165
Cup;Loss;10-anonymity;RGR;0.3;0.3;10.0;63441.0;8.0;0.12726331831585533;12102.8;8.0;1.2610141706467426E-4;0.0022712975120159186;0.0022427559506031165
Cup;Loss;10-anonymity;RGR;0.3;0.35;10.0;63441.0;8.0;0.12746392617187116;12329.2;3.0;4.728803139925285E-5;0.0023130264650536676;0.0023023411571401237
Cup;Loss;10-anonymity;RGR;0.3;0.4;10.0;63441.0;8.0;0.12746392617187116;12390.0;3.0;4.728803139925285E-5;0.0023130264650536676;0.0023023411571401237
Cup;Loss;10-anonymity;RGR;0.3;0.45;10.0;63441.0;8.0;0.13340425500790323;12440.0;1.0;1.5762677133084283E-5;0.0027748922071672366;0.0027713041320227933
Cup;Loss;10-anonymity;RGR;0.3;0.5;10.0;63441.0;8.0;0.13340425500790323;12580.0;1.0;1.5762677133084283E-5;0.0027748922071672366;0.0027713041320227933
Cup;Loss;10-anonymity;RGR;1.0;0.0;10.0;63441.0;8.0;0.11786683532715019;129122.8;10.0;1.5762677133084282E-4;0.0052434118637246785;0.0052056966913164035
Cup;Loss;10-anonymity;RGR;1.0;0.05;10.0;63441.0;8.0;0.11786683532715019;151932.6;10.0;1.5762677133084282E-4;0.0052434118637246785;0.0052056966913164035
Cup;Loss;10-anonymity;RGR;1.0;0.1;10.0;63441.0;8.0;0.11786683532715019;102880.2;10.0;1.5762677133084282E-4;0.0052434118637246785;0.0052056966913164035
Cup;Loss;10-anonymity;RGR;1.0;0.15;10.0;63441.0;8.0;0.1256689093459655;80179.4;3.0;4.728803139925285E-5;0.004126888957211563;0.0041163389828423385
Cup;Loss;10-anonymity;RGR;1.0;0.2;10.0;63441.0;8.0;0.12653727106717366;83703.6;3.0;4.728803139925285E-5;0.0020686432957721375;0.002057874195232338
Cup;Loss;10-anonymity;RGR;1.0;0.25;10.0;63441.0;8.0;0.12719793878303742;83581.2;3.0;4.728803139925285E-5;0.002248928758192771;0.0022382239984085413
Cup;Loss;10-anonymity;RGR;1.0;0.3;10.0;63441.0;8.0;0.12719793878303742;90439.6;3.0;4.728803139925285E-5;0.002248928758192771;0.0022382239984085413
Cup;Loss;10-anonymity;RGR;1.0;0.35;10.0;63441.0;8.0;0.12746392617187116;93240.0;3.0;4.728803139925285E-5;0.0023130264650536676;0.0023023411571401237
Cup;Loss;10-anonymity;RGR;1.0;0.4;10.0;63441.0;8.0;0.12746392617187116;98803.2;3.0;4.728803139925285E-5;0.0023130264650536676;0.0023023411571401237
Cup;Loss;10-anonymity;RGR;1.0;0.45;10.0;63441.0;8.0;0.13340425500790323;105346.0;1.0;1.5762677133084283E-5;0.0027748922071672366;0.0027713041320227933
Cup;Loss;10-anonymity;RGR;1.0;0.5;10.0;63441.0;8.0;0.13340425500790323;105876.8;1.0;1.5762677133084283E-5;0.0027748922071672366;0.0027713041320227933
Adult;Loss;25-anonymity;RGR;0.05;0.0;25.0;30162.0;9.0;0.425274928528981;1184.2;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.05;25.0;30162.0;9.0;0.425274928528981;1146.4;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.1;25.0;30162.0;9.0;0.425274928528981;1162.0;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.15;25.0;30162.0;9.0;0.425274928528981;1152.8;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.2;25.0;30162.0;9.0;0.425274928528981;1159.0;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.25;25.0;30162.0;9.0;0.425274928528981;1144.0;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.3;25.0;30162.0;9.0;0.425274928528981;1084.4;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.35;25.0;30162.0;9.0;0.425274928528981;1094.2;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.4;25.0;30162.0;9.0;0.425274928528981;1086.2;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.45;25.0;30162.0;9.0;0.425274928528981;1091.0;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.05;0.5;25.0;30162.0;9.0;0.425274928528981;1076.2;0.0;0.0;0.0020591542043692985;0.0020591542043692985
Adult;Loss;25-anonymity;RGR;0.1;0.0;25.0;30162.0;9.0;0.3423882337740666;1468.4;0.0;0.0;0.003822924019569965;0.003822924019569965
Adult;Loss;25-anonymity;RGR;0.1;0.05;25.0;30162.0;9.0;0.3423882337740666;1490.8;0.0;0.0;0.003822924019569965;0.003822924019569965
Adult;Loss;25-anonymity;RGR;0.1;0.1;25.0;30162.0;9.0;0.3423882337740666;1495.6;0.0;0.0;0.003822924019569965;0.003822924019569965
Adult;Loss;25-anonymity;RGR;0.1;0.15;25.0;30162.0;9.0;0.3423882337740666;1439.8;0.0;0.0;0.003822924019569965;0.003822924019569965
Adult;Loss;25-anonymity;RGR;0.1;0.2;25.0;30162.0;9.0;0.3423882337740666;1502.0;0.0;0.0;0.003822924019569965;0.003822924019569965
Adult;Loss;25-anonymity;RGR;0.1;0.25;25.0;30162.0;9.0;0.34366627698962005;1588.2;0.0;0.0;0.003107797057307993;0.003107797057307993
Adult;Loss;25-anonymity;RGR;0.1;0.3;25.0;30162.0;9.0;0.34366627698962005;1537.2;0.0;0.0;0.003107797057307993;0.003107797057307993
Adult;Loss;25-anonymity;RGR;0.1;0.35;25.0;30162.0;9.0;0.34366627698962005;1539.2;0.0;0.0;0.003107797057307993;0.003107797057307993
Adult;Loss;25-anonymity;RGR;0.1;0.4;25.0;30162.0;9.0;0.34366627698962005;1568.8;0.0;0.0;0.003107797057307993;0.003107797057307993
Adult;Loss;25-anonymity;RGR;0.1;0.45;25.0;30162.0;9.0;0.34366627698962005;1551.4;0.0;0.0;0.003107797057307993;0.003107797057307993
Adult;Loss;25-anonymity;RGR;0.1;0.5;25.0;30162.0;9.0;0.34366627698962005;1563.2;0.0;0.0;0.003107797057307993;0.003107797057307993
Adult;Loss;25-anonymity;RGR;0.2;0.0;25.0;30162.0;9.0;0.2565518726220214;1585.2;20.0;6.630860022544924E-4;0.008243463798134378;0.008143274986902602
Adult;Loss;25-anonymity;RGR;0.2;0.05;25.0;30162.0;9.0;0.2565518726220214;1735.8;20.0;6.630860022544924E-4;0.008243463798134378;0.008143274986902602
Adult;Loss;25-anonymity;RGR;0.2;0.1;25.0;30162.0;9.0;0.2565518726220214;1810.0;20.0;6.630860022544924E-4;0.008243463798134378;0.008143274986902602
Adult;Loss;25-anonymity;RGR;0.2;0.15;25.0;30162.0;9.0;0.2565518726220214;1904.0;20.0;6.630860022544924E-4;0.008243463798134378;0.008143274986902602
Adult;Loss;25-anonymity;RGR;0.2;0.2;25.0;30162.0;9.0;0.2565518726220214;1972.8;20.0;6.630860022544924E-4;0.008243463798134378;0.008143274986902602
Adult;Loss;25-anonymity;RGR;0.2;0.25;25.0;30162.0;9.0;0.2565518726220214;2004.6;20.0;6.630860022544924E-4;0.008243463798134378;0.008143274986902602
Adult;Loss;25-anonymity;RGR;0.2;0.3;25.0;30162.0;9.0;0.257514468744776;2124.2;51.0;0.0016908693057489557;0.008115411835709456;0.00785860430019413
Adult;Loss;25-anonymity;RGR;0.2;0.35;25.0;30162.0;9.0;0.257514468744776;2207.2;51.0;0.0016908693057489557;0.008115411835709456;0.00785860430019413
Adult;Loss;25-anonymity;RGR;0.2;0.4;25.0;30162.0;9.0;0.257514468744776;2412.4;51.0;0.0016908693057489557;0.008115411835709456;0.00785860430019413
Adult;Loss;25-anonymity;RGR;0.2;0.45;25.0;30162.0;9.0;0.3071471113862099;2285.4;7.0;2.3208010078907233E-4;0.008151944515725075;0.008118704413761264
Adult;Loss;25-anonymity;RGR;0.2;0.5;25.0;30162.0;9.0;0.3071471113862099;2356.0;7.0;2.3208010078907233E-4;0.008151944515725075;0.008118704413761264
Adult;Loss;25-anonymity;RGR;0.3;0.0;25.0;30162.0;9.0;0.2223363449093559;1626.0;32.0;0.0010609376036071877;0.015790546387595285;0.015620167143543948
Adult;Loss;25-anonymity;RGR;0.3;0.05;25.0;30162.0;9.0;0.2223363449093559;1820.4;32.0;0.0010609376036071877;0.015790546387595285;0.015620167143543948
Adult;Loss;25-anonymity;RGR;0.3;0.1;25.0;30162.0;9.0;0.22213894823846764;1981.6;5.0;1.657715005636231E-4;0.015440588231509983;0.015413884567396126
Adult;Loss;25-anonymity;RGR;0.3;0.15;25.0;30162.0;9.0;0.22213894823846764;2257.8;5.0;1.657715005636231E-4;0.015440588231509983;0.015413884567396126
Adult;Loss;25-anonymity;RGR;0.3;0.2;25.0;30162.0;9.0;0.22213894823846764;2658.2;5.0;1.657715005636231E-4;0.015440588231509983;0.015413884567396126
Adult;Loss;25-anonymity;RGR;0.3;0.25;25.0;30162.0;9.0;0.2312931501651149;2712.0;21.0;6.962403023672171E-4;0.011060432370094332;0.010940814032456222
Adult;Loss;25-anonymity;RGR;0.3;0.3;25.0;30162.0;9.0;0.2312931501651149;2886.4;21.0;6.962403023672171E-4;0.011060432370094332;0.010940814032456222
Adult;Loss;25-anonymity;RGR;0.3;0.35;25.0;30162.0;9.0;0.2312931501651149;3171.6;21.0;6.962403023672171E-4;0.011060432370094332;0.010940814032456222
Adult;Loss;25-anonymity;RGR;0.3;0.4;25.0;30162.0;9.0;0.2574347459132149;3015.4;12.0;3.9785160135269546E-4;0.008079569698173798;0.008019261959081148
Adult;Loss;25-anonymity;RGR;0.3;0.45;25.0;30162.0;9.0;0.3071826111064626;3074.4;9.0;2.9838870101452157E-4;0.008136445756192583;0.00809368967050686
Adult;Loss;25-anonymity;RGR;0.3;0.5;25.0;30162.0;9.0;0.3071217658536429;3081.6;9.0;2.9838870101452157E-4;0.00816600232263689;0.008123258323116425
Adult;Loss;25-anonymity;RGR;1.0;0.0;25.0;30162.0;9.0;0.19000391062016583;25729.6;14.0;4.6416020157814467E-4;0.029470366732504152;0.029383150580656832
Adult;Loss;25-anonymity;RGR;1.0;0.05;25.0;30162.0;9.0;0.19022412583607493;25669.2;14.0;4.6416020157814467E-4;0.029071095205558402;0.028983832848790286
Adult;Loss;25-anonymity;RGR;1.0;0.1;25.0;30162.0;9.0;0.20068864241230716;23953.2;0.0;0.0;0.019186216670702375;0.019186216670702375
Adult;Loss;25-anonymity;RGR;1.0;0.15;25.0;30162.0;9.0;0.21151319064730992;21051.0;14.0;4.6416020157814467E-4;0.01638302419000724;0.01629654483552657
Adult;Loss;25-anonymity;RGR;1.0;0.2;25.0;30162.0;9.0;0.227837664377662;16393.0;14.0;4.6416020157814467E-4;0.011995279142837236;0.011913909981937207
Adult;Loss;25-anonymity;RGR;1.0;0.25;25.0;30162.0;9.0;0.227837664377662;14961.8;14.0;4.6416020157814467E-4;0.011995279142837236;0.011913909981937207
Adult;Loss;25-anonymity;RGR;1.0;0.3;25.0;30162.0;9.0;0.2312931501651149;12787.6;21.0;6.962403023672171E-4;0.011060432370094332;0.010940814032456222
Adult;Loss;25-anonymity;RGR;1.0;0.35;25.0;30162.0;9.0;0.2312931501651149;12988.2;21.0;6.962403023672171E-4;0.011060432370094332;0.010940814032456222
Adult;Loss;25-anonymity;RGR;1.0;0.4;25.0;30162.0;9.0;0.25731509877631004;11628.4;22.0;7.293946024799417E-4;0.008050284524053878;0.007939580779820274
Adult;Loss;25-anonymity;RGR;1.0;0.45;25.0;30162.0;9.0;0.3071826111064626;10581.4;9.0;2.9838870101452157E-4;0.008136445756192583;0.00809368967050686
Adult;Loss;25-anonymity;RGR;1.0;0.5;25.0;30162.0;9.0;0.3071217658536429;10545.2;9.0;2.9838870101452157E-4;0.00816600232263689;0.008123258323116425
Cup;Loss;25-anonymity;RGR;0.05;0.0;25.0;63441.0;8.0;0.20630625150559406;8903.6;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.05;25.0;63441.0;8.0;0.20630625150559406;8814.0;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.1;25.0;63441.0;8.0;0.20630625150559406;9289.0;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.15;25.0;63441.0;8.0;0.20630625150559406;9151.4;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
Cup;Loss;25-anonymity;RGR;0.05;0.2;25.0;63441.0;8.0;0.20630625150559406;9301.2;4.0;6.305070853233713E-5;0.003143746883270927;0.003129904023066871
