1;0-1;0-3;*
2;0-1;0-3;*
3;2-3;0-3;*
4;2-3;0-3;*
5;4-5;4-7;*
6;4-5;4-7;*
7;6-7;4-7;*
8;6-7;4-7;*
9;8-9;8-11;*
10;8-9;8-11;*
11;10-11;8-11;*
12;10-11;8-11;*
13;12-13;12-15;*
14;12-13;12-15;*
15;14-15;12-15;*
16;14-15;12-15;*
17;16-17;16-19;*
18;16-17;16-19;*
19;18-19;16-19;*
20;18-19;16-19;*
21;20-21;20-23;*
22;20-21;20-23;*
23;22-23;20-23;*
24;22-23;20-23;*
25;24-25;24-27;*
