"Factor: Generalization / Suppression" "Suppression Limit 0.05 (Utility)" "Suppression Limit 0.1 (Utility)" "Suppression Limit 0.2 (Utility)" "Suppression Limit 1.0 (Utility)"
0.0 0.8758964473384752 0.8869866910792199 0.9007702226090418 0.0
0.01 0.8758964473384752 0.8869866910792199 0.9007702226090418 0.0
0.02 0.8758964473384752 0.8869866910792199 0.9007702226090418 0.0
0.03 0.8758964473384752 0.8869866910792199 0.9007702226090418 0.0
0.04 0.8758964473384752 0.8869866910792199 0.9007702226090418 0.0
0.05 0.8758964473384752 0.8869866910792199 0.8985719913176322 0.7262256307487083
0.060000000000000005 0.8758964473384752 0.8869866910792199 0.8985719913176322 0.7262256307487083
0.07 0.8758964473384752 0.8869866910792199 0.8985719913176322 0.8047868491916742
0.08 0.8758964473384752 0.8869866910792199 0.8985719913176322 0.8047868491916742
0.09 0.8758964473384752 0.8869866910792199 0.8985719913176322 0.8047868491916742
0.09999999999999999 0.8758964473384752 0.8869866910792199 0.8985719913176322 0.8857202361075784
0.10999999999999999 0.8758964473384752 0.8869866910792199 0.8985719913176322 0.8857202361075784
0.11999999999999998 0.8758964473384752 0.8869866910792199 0.8882234945198145 0.8765262884844798
0.12999999999999998 0.8758964473384752 0.8869866910792199 0.8882234945198145 0.8765262884844798
0.13999999999999999 0.8758964473384752 0.8869866910792199 0.8882234945198145 0.8765262884844798
0.15 0.8758964473384752 0.8869866910792199 0.8882234945198145 0.8765262884844798
0.16 0.8758964473384752 0.8869866910792199 0.8882234945198145 0.8765262884844798
0.17 0.8758964473384752 0.8869866910792199 0.8882234945198145 0.8765262884844798
0.18000000000000002 0.8758964473384752 0.8869866910792199 0.8882234945198145 0.8902918688394866
0.19000000000000003 0.8758964473384752 0.8869866910792199 0.8882234945198145 0.8902918688394866
0.20000000000000004 0.8758964473384752 0.8869866910792199 0.8882234945198145 0.8837350951511737
0.21000000000000005 0.8758964473384752 0.8869866910792199 0.8882234945198145 0.8876494739986514
0.22000000000000006 0.8758964473384752 0.8773423750938574 0.8806680699162597 0.8802676334999981
0.23000000000000007 0.8758964473384752 0.8773423750938574 0.8806680699162597 0.8802676334999981
0.24000000000000007 0.8758964473384752 0.8773423750938574 0.8806680699162597 0.8802676334999981
0.25000000000000006 0.8758964473384752 0.8773423750938574 0.8806680699162597 0.8802676334999981
0.26000000000000006 0.8758964473384752 0.8773423750938574 0.8806680699162597 0.8802676334999981
0.2700000000000001 0.8758964473384752 0.8773423750938574 0.8806680699162597 0.8802676334999981
0.2800000000000001 0.8758964473384752 0.8773423750938574 0.8805821297032611 0.8803859305569528
0.2900000000000001 0.8758964473384752 0.8773423750938574 0.8805821297032611 0.8803859305569528
0.3000000000000001 0.8758964473384752 0.8773423750938574 0.8805821297032611 0.8803859305569528
0.3100000000000001 0.8758964473384752 0.8773423750938574 0.8805821297032611 0.8803859305569528
0.3200000000000001 0.8758964473384752 0.8773423750938574 0.8805821297032611 0.8803859305569528
0.3300000000000001 0.8758964473384752 0.8773423750938574 0.8805821297032611 0.8803859305569528
0.34000000000000014 0.8758964473384752 0.8773423750938574 0.8805821297032611 0.8805871770013011
0.35000000000000014 0.8758964473384752 0.8773423750938574 0.8805821297032611 0.8805871770013011
0.36000000000000015 0.8758964473384752 0.8773423750938574 0.8805821297032611 0.8805871770013011
0.37000000000000016 0.8758964473384752 0.8773423750938574 0.8805821297032611 0.8805871770013011
0.38000000000000017 0.8758964473384752 0.8773423750938574 0.8805821297032611 0.8805871770013011
0.3900000000000002 0.8758964473384752 0.8773423750938574 0.8774886370062984 0.8774807764488439
0.4000000000000002 0.8758964473384752 0.8773423750938574 0.8774886370062984 0.8774807764488439
0.4100000000000002 0.8758964473384752 0.8773423750938574 0.8774886370062984 0.8774807764488439
0.4200000000000002 0.8758964473384752 0.8773423750938574 0.8774886370062984 0.8774966614570965
0.4300000000000002 0.8758964473384752 0.8773423750938574 0.8774886370062984 0.8774966614570965
0.4400000000000002 0.8758964473384752 0.8773423750938574 0.8774886370062984 0.8774966614570965
0.45000000000000023 0.8758964473384752 0.8773423750938574 0.8774886370062984 0.8774966614570965
0.46000000000000024 0.8758964473384752 0.8773423750938574 0.8774886370062984 0.8774966614570965
0.47000000000000025 0.8758964473384752 0.8773423750938574 0.8774886370062984 0.8774966614570965
0.48000000000000026 0.8758964473384752 0.8773423750938574 0.8774886370062984 0.8774966614570965
0.49000000000000027 0.8758964473384752 0.8766653804967535 0.8768008420049644 0.8768168978908347
0.5000000000000002 0.8758964473384752 0.8766653804967535 0.8768008420049644 0.8768168978908347
0.5100000000000002 0.8758964473384752 0.8766653804967535 0.8768008420049644 0.8768008420049644
0.5200000000000002 0.8758964473384752 0.8766653804967535 0.8768008420049644 0.8768008420049644
0.5300000000000002 0.8758964473384752 0.8766653804967535 0.8768008420049644 0.8768008420049644
